"StationID","SampleDepth","SampleDepthUnits","SampleDate","SampleTime","SampleTimeZone","GrabEventNumber","SamplingOrganization","GearCode","Latitude","Longitude","Datum","Penetration","PenetrationUnits","Color","Composition","Odor","BenthicInfauna","SedimentChemistry","Toxicity","GrainSize","DistanceToTarget","GrabFailCode","Comments"
"7009","56","m",7/8/2008 0:00:00,12/30/1899 8:29:00,"PDT",4,"CSD","TVV","32.58933","-117.26361","NAD83",7,"cm","Olive Green","Coarse Sand","None",0,0,1,0,,"None",
"7009","56","m",7/8/2008 0:00:00,12/30/1899 8:29:00,"PDT",5,"CSD","TVV","32.58933","-117.26361","NAD83",7,"cm","Olive Green","Coarse Sand","None",0,0,1,0,,"None",
"7009","56","m",7/8/2008 0:00:00,12/30/1899 8:57:00,"PDT",6,"CSD","TVV","32.58878","-117.26388","NAD83",6,"cm","Olive Green","Coarse Sand","None",0,1,0,0,,"None","Sed Bacti/Emerging Cont."
"7019","72","m",7/8/2008 0:00:00,12/30/1899 9:50:00,"PDT",1,"CSD","TVV","32.60697","-117.27802","NAD83",9,"cm","Olive Green","Silt/Clay","None",1,0,0,0,,"None",
"7019","72","m",7/8/2008 0:00:00,12/30/1899 9:50:00,"PDT",2,"CSD","TVV","32.60697","-117.27802","NAD83",9,"cm","Olive Green","Silt/Clay","None",0,1,0,1,,"None",
"7032","135","m",7/8/2008 0:00:00,12/30/1899 12:29:00,"PDT",1,"CSD","TVV","32.64447","-117.34078","NAD83",13,"cm","Olive Green","Silt/Clay","None",1,0,0,0,,"None",
"7032","135","m",7/8/2008 0:00:00,12/30/1899 12:29:00,"PDT",2,"CSD","TVV","32.64447","-117.34078","NAD83",13,"cm","Olive Green","Silt/Clay","None",0,1,0,1,,"None",
"7068","75","m",7/9/2008 0:00:00,12/30/1899 10:45:00,"PDT",1,"CSD","TVV","32.71056","-117.30976","NAD83",11,"cm","Gray","Silt/Clay","None",1,0,0,0,,"None",
"7068","75","m",7/9/2008 0:00:00,12/30/1899 10:45:00,"PDT",2,"CSD","TVV","32.71056","-117.30976","NAD83",11,"cm","Gray","Silt/Clay","None",0,1,0,1,,"None",
"7081","203","m",7/9/2008 0:00:00,12/30/1899 12:24:00,"PDT",1,"CSD","TVV","32.74984","-117.37177","NAD83",14,"cm","Gray","Fine Sand","None",1,0,0,0,,"None",
"7081","203","m",7/9/2008 0:00:00,12/30/1899 12:24:00,"PDT",2,"CSD","TVV","32.74984","-117.37177","NAD83",14,"cm","Gray","Fine Sand","None",0,1,0,1,,"None",
"7091","10","m",7/10/2008 0:00:00,12/30/1899 10:17:00,"PDT",1,"CSD","TVV","32.79593","-117.26601","NAD83",0,"cm","NR","NR","NR",0,0,0,0,,"E","< 5 cm Penetration"
"7091","10","m",7/10/2008 0:00:00,12/30/1899 10:22:00,"PDT",2,"CSD","TVV","32.7959","-117.2663","NAD83",0,"cm","NR","NR","NR",0,0,0,0,,"E","Fine sand, inadequate penetration, Relocating station 100m offshore < 5 cm Penetration"
"7091","11","m",7/10/2008 0:00:00,12/30/1899 10:28:00,"PDT",3,"CSD","TVV","32.7962","-117.26732","NAD83",0,"cm","NR","NR","NR",0,0,0,0,,"E","New station location is 32 47.781  117 15.998 < 5 cm Penetration"
"7091","11","m",7/10/2008 0:00:00,12/30/1899 10:33:00,"PDT",4,"CSD","TVV","32.7961","-117.26738","NAD83",0,"cm","NR","Fine Sand","NR",0,1,0,1,,"None",
"7091","11","m",7/10/2008 0:00:00,12/30/1899 10:33:00,"PDT",5,"CSD","TVV","32.7961","-117.26738","NAD83",5,"cm","Light Brown","Fine Sand","None",1,0,0,0,,"None",
"7093","85","m",7/10/2008 0:00:00,12/30/1899 11:09:00,"PDT",1,"CSD","TVV","32.80746","-117.34415","NAD83",12,"cm","Olive Green","Silt/Clay","None",1,0,0,0,,"None",
"7093","85","m",7/10/2008 0:00:00,12/30/1899 11:09:00,"PDT",2,"CSD","TVV","32.80746","-117.34415","NAD83",5,"cm","Light Brown","Silt/Clay","None",0,1,0,1,,"None","Sediment bacteria and emerging contaminants samples collected"
"7096","322","m",7/10/2008 0:00:00,12/30/1899 12:35:00,"PDT",1,"CSD","TVV","32.82575","-117.38561","NAD83",14,"cm","Dark Brown","Silt/Clay","None",1,0,0,0,,"None",
"7096","322","m",7/10/2008 0:00:00,12/30/1899 12:35:00,"PDT",2,"CSD","TVV","32.82575","-117.38561","NAD83",16,"cm","Dark Brown","Silt/Clay","None",0,1,0,1,,"None",
"7098","204","m",7/10/2008 0:00:00,12/30/1899 12:02:00,"PDT",1,"CSD","TVV","32.85035","-117.35485","NAD83",16,"cm","Dark Brown","Silt/Clay","None",1,0,0,0,,"None",
"7098","204","m",7/10/2008 0:00:00,12/30/1899 12:02:00,"PDT",2,"CSD","TVV","32.85035","-117.35485","NAD83",11,"cm","Dark Brown","Silt/Clay","None",0,1,0,1,,"None",
"7109","876","m",7/14/2008 0:00:00,12/30/1899 13:03:00,"PDT",1,"CSD","TVV","32.99158","-117.63517","NAD83",16,"cm","Light Brown","Silt/Clay","None",1,0,0,0,,"None",
"7109","876","m",7/14/2008 0:00:00,12/30/1899 13:03:00,"PDT",2,"CSD","TVV","32.99158","-117.63517","NAD83",16,"cm","Light Brown","Silt/Clay","None",0,1,0,1,,"None",
"7121","860","m",7/14/2008 0:00:00,12/30/1899 11:54:00,"PDT",1,"CSD","TVV","33.03245","-117.6696","NAD83",16,"cm","Light Brown","Silt/Clay","None",1,0,0,0,,"None",
"7121","860","m",7/14/2008 0:00:00,12/30/1899 11:54:00,"PDT",2,"CSD","TVV","33.03245","-117.6696","NAD83",16,"cm","Light Brown","Silt/Clay","None",0,1,0,1,,"None",
"7126","790","m",7/14/2008 0:00:00,12/30/1899 10:17:00,"PDT",1,"CSD","TVV","33.10121","-117.63101","NAD83",16,"cm","Light Brown","Silt/Clay","None",1,0,0,0,,"None",
"7126","790","m",7/14/2008 0:00:00,12/30/1899 10:17:00,"PDT",2,"CSD","TVV","33.10121","-117.63101","NAD83",16,"cm","Light Brown","Silt/Clay","None",0,1,0,1,,"None",
"7099","526","m",7/15/2008 0:00:00,12/30/1899 13:25:00,"PDT",1,"CSD","TVV","32.85073","-117.4104","NAD83",16,"cm","Light Brown","Silt/Clay","None",1,0,0,0,,"None",
"7099","526","m",7/15/2008 0:00:00,12/30/1899 13:25:00,"PDT",2,"CSD","TVV","32.85073","-117.4104","NAD83",16,"cm","Light Brown","Silt/Clay","None",0,1,0,1,,"None",
"7102","726","m",7/15/2008 0:00:00,12/30/1899 9:05:00,"PDT",1,"CSD","TVV","32.88622","-117.48271","NAD83",17,"cm","Light Brown","Silt/Clay","None",1,0,0,0,,"None","Sediment Temperature 2 C"
"7102","726","m",7/15/2008 0:00:00,12/30/1899 9:05:00,"PDT",2,"CSD","TVV","32.88622","-117.48271","NAD83",17,"cm","Light Brown","Silt/Clay","None",0,1,0,1,,"None","Sediment Temperature 2 C"
"7104","556","m",7/15/2008 0:00:00,12/30/1899 11:45:00,"PDT",1,"CSD","TVV","32.93221","-117.39495","NAD83",0,"cm","NR","NR","NR",0,0,0,0,,"C","Poor Closure"
"7104","566","m",7/15/2008 0:00:00,12/30/1899 12:18:00,"PDT",2,"CSD","TVV","32.93183","-117.3945","NAD83",17,"cm","Light Brown","Silt/Clay","None",1,0,0,0,,"None",
"7104","566","m",7/15/2008 0:00:00,12/30/1899 12:18:00,"PDT",3,"CSD","TVV","32.93183","-117.3945","NAD83",17,"cm","Light Brown","Silt/Clay","None",0,1,0,1,,"None",
"7111","519","m",7/15/2008 0:00:00,12/30/1899 10:36:00,"PDT",1,"CSD","TVV","32.9964","-117.38869","NAD83",17,"cm","Light Brown","Silt/Clay","None",1,0,0,0,,"None","Sediment temperature infauna  4 C"
"7111","519","m",7/15/2008 0:00:00,12/30/1899 10:36:00,"PDT",2,"CSD","TVV","32.9964","-117.38869","NAD83",17,"cm","Light Brown","Silt/Clay","None",0,1,0,1,,"None","Sediment temperature chemistry 4 C"
"7082","1023","m",7/16/2008 0:00:00,12/30/1899 13:34:00,"PDT",1,"CSD","TVV","32.76005","-117.55514","NAD83",11,"cm","Dark Brown","Silt/Clay","None",1,0,0,0,,"None",
"7092","949","m",7/16/2008 0:00:00,12/30/1899 12:21:00,"PDT",1,"CSD","TVV","32.80059","-117.56654","NAD83",15,"cm","Dark Brown","Silt/Clay","None",1,0,0,0,,"None",
"7092","949","m",7/16/2008 0:00:00,12/30/1899 12:21:00,"PDT",2,"CSD","TVV","32.80059","-117.56654","NAD83",15,"cm","Dark Brown","Silt/Clay","None",0,1,0,1,,"None",
"7094","755","m",7/16/2008 0:00:00,12/30/1899 8:50:00,"PDT",1,"CSD","TVV","32.80286","-117.48772","NAD83",11,"cm","Dark Brown","Silt/Clay","None",1,0,0,0,,"None",
"7094","755","m",7/16/2008 0:00:00,12/30/1899 8:50:00,"PDT",2,"CSD","TVV","32.80286","-117.48772","NAD83",11,"cm","Dark Brown","Silt/Clay","None",0,1,0,1,,"None",
"7097","887","m",7/16/2008 0:00:00,12/30/1899 11:18:00,"PDT",1,"CSD","TVV","32.84247","-117.54934","NAD83",11,"cm","Dark Brown","Silt/Clay","None",1,0,0,0,,"None",
"7097","887","m",7/16/2008 0:00:00,12/30/1899 11:18:00,"PDT",2,"CSD","TVV","32.84247","-117.54934","NAD83",11,"cm","Dark Brown","Silt/Clay","None",0,1,0,1,,"None",
"7100","634","m",7/16/2008 0:00:00,12/30/1899 9:41:00,"PDT",1,"CSD","TVV","32.82817","-117.4426","NAD83",0,"cm","NR","NR","NR",0,0,0,0,,"C","Poor Closure"
"7100","637","m",7/16/2008 0:00:00,12/30/1899 10:10:00,"PDT",2,"CSD","TVV","32.82807","-117.4428","NAD83",11,"cm","Dark Brown","Silt/Clay","None",1,0,0,0,,"None",
"7100","637","m",7/16/2008 0:00:00,12/30/1899 10:10:00,"PDT",3,"CSD","TVV","32.82807","-117.4428","NAD83",11,"cm","Dark Brown","Silt/Clay","None",0,1,0,1,,"None",
"7069","412","m",7/17/2008 0:00:00,12/30/1899 13:40:00,"PDT",1,"CSD","TVV","32.71079","-117.3882","NAD83",16,"cm","Olive Green","Silt/Clay","None",1,0,0,0,,"None",
"7069","412","m",7/17/2008 0:00:00,12/30/1899 13:40:00,"PDT",2,"CSD","TVV","32.71079","-117.3882","NAD83",16,"cm","Olive Green","Silt/Clay","None",0,1,0,1,,"None",
"7070","601","m",7/17/2008 0:00:00,12/30/1899 11:37:00,"PDT",1,"CSD","TVV","32.7296","-117.48228","NAD83",13,"cm","Dark Brown","Silt/Clay","None",1,0,0,0,,"None",
"7070","601","m",7/17/2008 0:00:00,12/30/1899 11:37:00,"PDT",2,"CSD","TVV","32.7296","-117.48228","NAD83",13,"cm","Dark Brown","Silt/Clay","None",0,1,0,1,,"None",
"7079","465","m",7/17/2008 0:00:00,12/30/1899 12:23:00,"PDT",1,"CSD","TVV","32.74467","-117.4274","NAD83",17,"cm","Olive Green","Silt/Clay","None",1,0,0,0,,"None",
"7079","465","m",7/17/2008 0:00:00,12/30/1899 12:23:00,"PDT",2,"CSD","TVV","32.74467","-117.4274","NAD83",17,"cm","Olive Green","Silt/Clay","None",0,1,0,1,,"None",
"7080","466","m",7/17/2008 0:00:00,12/30/1899 12:57:00,"PDT",1,"CSD","TVV","32.74115","-117.4273","NAD83",9,"cm","Olive Green","Silt/Clay","None",1,0,0,0,,"None",
"7080","466","m",7/17/2008 0:00:00,12/30/1899 12:57:00,"PDT",2,"CSD","TVV","32.74115","-117.4273","NAD83",9,"cm","Olive Green","Silt/Clay","None",0,1,0,1,,"None",
"7082","1025","m",7/17/2008 0:00:00,12/30/1899 9:36:00,"PDT",1,"CSD","TVV","32.76032","-117.55576","NAD83",0,"cm","NR","NR","NR",0,0,0,0,,"C","Poor Closure"
"7082","1023","m",7/17/2008 0:00:00,12/30/1899 10:35:00,"PDT",2,"CSD","TVV","32.7605","-117.556","NAD83",0,"cm","NR","Silt/Clay","NR",0,1,0,1,,"None","One side of Van Veen had a good grab (chemistry) and other ""side"" grab had no sediment;"
"7045","260","m",7/18/2008 0:00:00,12/30/1899 12:46:00,"PDT",1,"CSD","TVV","32.67017","-117.37496","NAD83",0,"cm","NR","NR","NR",0,0,0,0,,"C","Poor Closure"
"7045","261","m",7/18/2008 0:00:00,12/30/1899 13:01:00,"PDT",2,"CSD","TVV","32.67026","-117.3752","NAD83",14,"cm","Olive Green","Silt/Clay","Hydrogen Sulfide",1,0,0,0,,"None",
"7045","261","m",7/18/2008 0:00:00,12/30/1899 13:01:00,"PDT",3,"CSD","TVV","32.67026","-117.3752","NAD83",14,"cm","Olive Green","Silt/Clay","Hydrogen Sulfide",0,1,0,1,,"None",
"7047","506","m",7/18/2008 0:00:00,12/30/1899 8:35:00,"PDT",1,"CSD","TVV","32.67117","-117.4877","NAD83",0,"cm","NR","NR","NR",0,0,0,0,,"B","Washed"
"7047","508","m",7/18/2008 0:00:00,12/30/1899 9:05:00,"PDT",2,"CSD","TVV","32.67093","-117.48778","NAD83",0,"cm","NR","NR","NR",0,0,0,0,,"B","Washed"
"7047","504","m",7/18/2008 0:00:00,12/30/1899 9:33:00,"PDT",3,"CSD","TVV","32.67143","-117.48763","NAD83",0,"cm","NR","NR","NR",0,0,0,0,,"B","Washed"
"7047","500","m",7/18/2008 0:00:00,12/30/1899 9:56:00,"PDT",4,"CSD","TVV","32.67038","-117.48711","NAD83",4,"cm","NR","Silt/Clay","None",0,0,0,0,,"None","Grab failure due to gravel causing poor closure.  One grab contained silt/clay material for Infauna sample.  Not enough material collected for Chemistry samples.  Four grabs attempted."
"7048","404","m",7/18/2008 0:00:00,12/30/1899 10:31:00,"PDT",1,"CSD","TVV","32.67873","-117.4432","NAD83",0,"cm","NR","NR","NR",0,0,0,0,,"B","Washed"
"7048","402","m",7/18/2008 0:00:00,12/30/1899 10:50:00,"PDT",2,"CSD","TVV","32.67857","-117.44317","NAD83",0,"cm","NR","Silt/Clay","NR",0,1,0,1,,"None","Chemistry grab was half cobble and half silt."
"7048","418","m",7/18/2008 0:00:00,12/30/1899 11:17:00,"PDT",3,"CSD","TVV","32.67928","-117.44416","NAD83",0,"cm","NR","NR","NR",0,0,0,0,,"B","Washed"
"7056","294","m",7/18/2008 0:00:00,12/30/1899 12:23:00,"PDT",1,"CSD","TVV","32.68378","-117.3778","NAD83",15,"cm","Light Brown","Silt/Clay","None",1,0,0,0,,"None",
"7056","294","m",7/18/2008 0:00:00,12/30/1899 12:23:00,"PDT",2,"CSD","TVV","32.68378","-117.3778","NAD83",15,"cm","Light Brown","Silt/Clay","None",0,1,0,1,,"None",
"7064","376","m",7/18/2008 0:00:00,12/30/1899 11:51:00,"PDT",1,"CSD","TVV","32.69336","-117.3961","NAD83",7,"cm","Dark Brown","Silt/Clay","None",1,0,0,0,,"None",
"7064","376","m",7/18/2008 0:00:00,12/30/1899 11:51:00,"PDT",2,"CSD","TVV","32.69336","-117.3961","NAD83",7,"cm","Dark Brown","Silt/Clay","None",0,1,0,1,,"None",
"7022","655","m",7/21/2008 0:00:00,12/30/1899 9:41:00,"PDT",1,"CSD","TVV","32.62209","-117.45835","NAD83",0,"cm","NR","NR","NR",0,0,0,0,,"I","No contact w/ Bottom"
"7022","666","m",7/21/2008 0:00:00,12/30/1899 10:18:00,"PDT",2,"CSD","TVV","32.6223","-117.45844","NAD83",15,"cm","Olive Green","Silt/Clay","None",1,0,0,0,,"None",
"7022","666","m",7/21/2008 0:00:00,12/30/1899 10:18:00,"PDT",3,"CSD","TVV","32.6223","-117.45844","NAD83",15,"cm","Olive Green","Silt/Clay","None",0,1,0,1,,"None",
"7029","150","m",7/21/2008 0:00:00,12/30/1899 8:04:00,"PDT",1,"CSD","TVV","32.63646","-117.4179","NAD83",0,"cm","NR","NR","NR",0,0,0,0,,"S","Rocky Bottom"
"7029","149","m",7/21/2008 0:00:00,12/30/1899 8:15:00,"PDT",2,"CSD","TVV","32.63622","-117.4181","NAD83",0,"cm","NR","NR","NR",0,0,0,0,,"S","Rocky Bottom"
"7029","150","m",7/21/2008 0:00:00,12/30/1899 8:27:00,"PDT",3,"CSD","TVV","32.63585","-117.41778","NAD83",0,"cm","NR","Coarse Sand","NR",0,1,0,1,,"None","Poor grab with only enough material for chemistry. Olive green color, grab depth 5cm, sediment temp. 7 C
"
"7029","150","m",7/21/2008 0:00:00,12/30/1899 8:43:00,"PDT",4,"CSD","TVV","32.63564","-117.41757","NAD83",7,"cm","Olive Green","Coarse Sand","None",1,0,0,0,,"None",
"7029","150","m",7/21/2008 0:00:00,12/30/1899 8:57:00,"PDT",5,"CSD","TVV","32.63595","-117.41782","NAD83",0,"cm","NR","NR","NR",0,0,0,0,,"S","Rocky Bottom"
"7000","16","m",8/8/2008 0:00:00,12/30/1899 8:02:00,"PDT",1,"CSD","TVV","32.53748","-117.14145","NAD83",6,"cm","Gray","Fine Sand","None",1,0,0,0,,"None",
"7000","16","m",8/8/2008 0:00:00,12/30/1899 8:02:00,"PDT",2,"CSD","TVV","32.53748","-117.14145","NAD83",6,"cm","Gray","Fine Sand","None",0,1,0,1,,"None",
"7401","680","m",7/14/2008 0:00:00,7/14/2008 6:19:30,"PDT",1,"LACSD","TVV","33.83238","-118.64855","NAD83",17,"cm","Olive Green","Silt/Clay","None",0,1,0,1,"24","None","no clay silt only"
"7401","680","m",7/14/2008 0:00:00,7/14/2008 6:19:30,"PDT",2,"LACSD","TVV","33.83238","-118.64855","NAD83",17,"cm","Olive Green","Silt/Clay","None",1,0,0,0,"24","None",
"7452","824","m",7/14/2008 0:00:00,7/14/2008 8:22:07,"PDT",1,"LACSD","TVV","33.93403","-118.89638","NAD83",18,"cm","Olive Green","Silt/Clay","None",0,1,0,1,"15","None","surface with orange splotches; all silt, no clay"
"7452","824","m",7/14/2008 0:00:00,7/14/2008 8:22:07,"PDT",2,"LACSD","TVV","33.93403","-118.89638","NAD83",18,"cm","Olive Green","Silt/Clay","None",1,0,0,0,"15","None",
"7413","885","m",7/14/2008 0:00:00,7/14/2008 9:48:25,"PDT",1,"LACSD","TVV","33.8536","-119.01005","NAD83",18,"cm","Olive Green","Silt/Clay","None",0,1,0,1,"25","None","all silt, no clay   with orange splotches on top "
"7413","885","m",7/14/2008 0:00:00,7/14/2008 9:48:25,"PDT",2,"LACSD","TVV","33.8536","-119.01005","NAD83",18,"cm","Olive Green","Silt/Clay","None",1,0,0,0,"25","None",
"7412","838","m",7/14/2008 0:00:00,7/14/2008 11:14:22,"PDT",1,"LACSD","TVV","33.85255","-119.19412","NAD83",18,"cm","Olive Green","Mixed","None",0,1,0,1,"9","None","sandy silt; darker on bottom"
"7412","838","m",7/14/2008 0:00:00,7/14/2008 11:14:22,"PDT",2,"LACSD","TVV","33.85255","-119.19412","NAD83",18,"cm","Olive Green","Mixed","None",1,0,0,0,"9","None",
"7397","902","m",7/14/2008 0:00:00,7/14/2008 12:58:50,"PDT",1,"LACSD","TVV","33.78926","-118.98533","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"35","I","incomplete;  too deep"
"7397","901","m",7/14/2008 0:00:00,7/14/2008 13:03:38,"PDT",2,"LACSD","TVV","33.78861","-118.98592","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"77","I","failure  too deep for cable out"
"7457","722","m",7/14/2008 0:00:00,7/14/2008 14:47:09,"PDT",1,"LACSD","TVV","33.93811","-119.26606","NAD83",18,"cm","Olive Green","Silt/Clay","None",0,1,0,1,"14","None","all silt"
"7457","722","m",7/14/2008 0:00:00,7/14/2008 14:47:09,"PDT",2,"LACSD","TVV","33.93811","-119.26606","NAD83",18,"cm","Olive Green","Silt/Clay","None",1,0,0,0,"14","None",
"7460","563","m",7/14/2008 0:00:00,7/14/2008 15:58:22,"PDT",1,"LACSD","TVV","33.94219","-119.41158","NAD83",18,"cm","Olive Green","Silt/Clay","None",0,1,0,1,"4","None","silt only"
"7460","563","m",7/14/2008 0:00:00,7/14/2008 15:58:22,"PDT",2,"LACSD","TVV","33.94219","-119.41158","NAD83",18,"cm","Olive Green","Silt/Clay","None",1,0,0,0,"4","None",
"7365","890","m",7/15/2008 0:00:00,7/15/2008 6:22:05,"PDT",1,"LACSD","TVV","33.73879","-119.06559","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"73","B","tripped on the way down"
"7365","893","m",7/15/2008 0:00:00,7/15/2008 6:58:03,"PDT",2,"LACSD","TVV","33.7387","-119.06542","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"61","B",
"7365","893","m",7/15/2008 0:00:00,7/15/2008 7:34:45,"PDT",3,"LACSD","TVV","33.73861","-119.06557","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"78","B",
"7365","894","m",7/15/2008 0:00:00,7/15/2008 8:13:50,"PDT",4,"LACSD","TVV","33.73936","-119.06456","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"57","B","from 2nd location; water only"
"7365","893","m",7/15/2008 0:00:00,7/15/2008 8:50:59,"PDT",5,"LACSD","TVV","33.739","-119.06544","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"61","B","no mud water only"
"7365","895","m",7/15/2008 0:00:00,7/15/2008 9:27:39,"PDT",6,"LACSD","TVV","33.73911","-119.06417","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"62","B","only collected water"
"7318","909","m",7/15/2008 0:00:00,7/15/2008 10:25:33,"PDT",1,"LACSD","TVV","33.69289","-118.93541","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"83","I","2nd attempt at this station; depth is beyond capacity of sampling"
"7318","912","m",7/15/2008 0:00:00,7/15/2008 10:27:55,"PDT",2,"LACSD","TVV","33.69289","-118.93549","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"76","I","same as above"
"7316","912","m",7/15/2008 0:00:00,7/15/2008 11:05:35,"PDT",1,"LACSD","TVV","33.69006","-118.80861","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"6","I","too deep"
"7316","913","m",7/15/2008 0:00:00,7/15/2008 11:08:09,"PDT",2,"LACSD","TVV","33.69031","-118.80953","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"84","I","site too deep; 2nd location"
"7280","750","m",7/15/2008 0:00:00,7/15/2008 12:03:23,"PDT",1,"LACSD","TVV","33.6137","-118.71972","NAD83",10,"cm","Olive Green","Silt/Clay","None",1,0,0,0,"55","None",
"7280","750","m",7/15/2008 0:00:00,7/15/2008 12:03:23,"PDT",2,"LACSD","TVV","33.6137","-118.71972","NAD83",-99,"cm","NR","NR","NR",0,0,0,0,"55","B","sediment washed out"
"7280","750","m",7/15/2008 0:00:00,7/15/2008 12:36:45,"PDT",3,"LACSD","TVV","33.61331","-118.71967","NAD83",12,"cm","Olive Green","Silt/Clay","None",0,1,0,1,"14","None",
"7250","609","m",7/15/2008 0:00:00,7/15/2008 13:38:27,"PDT",1,"LACSD","TVV","33.57758","-118.68419","NAD83",7,"cm","Olive Green","Silt/Clay","None",1,0,0,0,"16","F","used last grab with better penetration; grab #6"
"7250","609","m",7/15/2008 0:00:00,7/15/2008 0:00:00,"PDT",2,"LACSD","TVV","33.57758","-118.68419","NAD83",0,"cm","NR","NR","None",0,0,0,0,"16","B","water only"
"7250","609","m",7/15/2008 0:00:00,7/15/2008 14:06:11,"PDT",3,"LACSD","TVV","33.5776","-118.68422","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"13","A","canted"
