"StationID","SampleDepth","SampleDepthUnits","SampleDate","SampleTime","SampleTimeUnits","SamplingOrganization","GearCode","Latitude","Longitude","Datum","Penetration","PenetrationUnits","Color","Composition","Odor","ShellHash","BenthicInfauna","SedimentChemistry","Toxicity","GrainSize","GrabFailCode","DistanceToTarget","Comments"
"4008",0.60,"M",7/28/2003 0:00:00,"1139","PDT","MEC","VV",33.22,-117.41,"NAD83",13.00,"CM","Brown","Mixed","Humic",0,0,0,0,0,"None",33,"Special study grab"
"4008",0.60,"M",7/28/2003 0:00:00,"1150","PDT","MEC","VV",33.22,-117.41,"NAD83",13.00,"CM","Brown","Mixed","Humic",0,0,0,0,0,"None",29,"Special study grab"
"4008",0.60,"M",7/28/2003 0:00:00,"1157","PDT","MEC","VV",33.22,-117.41,"NAD83",13.00,"CM","Brown","Mixed","Humic",0,0,0,0,0,"None",34,"Special study grab"
"4008",0.60,"M",7/28/2003 0:00:00,"1206","PDT","MEC","VV",33.22,-117.41,"NAD83",13.00,"CM","Brown","Mixed","Humic",0,0,0,0,0,"None",25,"Special study grab"
"4008",0.60,"M",7/28/2003 0:00:00,"1214","PDT","MEC","VV",33.22,-117.41,"NAD83",13.00,"CM","Brown","Mixed","Humic",0,0,0,0,0,"None",29,"Special study grab"
"4009",610.00,"M",7/20/2003 0:00:00,"1750","PDT","CINMS","TVV",33.46,-117.91,"NAD83",16.00,"CM","Brown","Silt/Clay","None",0,1,1,0,1,"None",-99,"in water 17:51; at bottom 12 min; at surface 6:21;"
"4010",5.00,"M",7/14/2003 0:00:00,"1107","PDT","CLAEMD","VV",33.76,-118.24,"NAD83",15.00,"CM","Olive Green","Silt/Clay","None",0,1,0,0,0,"Q",110,
"4010",5.00,"M",7/14/2003 0:00:00,"1119","PDT","CLAEMD","VV",33.76,-118.24,"NAD83",15.00,"CM","Olive Green","Silt/Clay","None",0,0,1,1,1,"Q",110,
"4010",5.00,"M",7/14/2003 0:00:00,"1123","PDT","CLAEMD","VV",33.76,-118.24,"NAD83",15.00,"CM","Olive Green","Silt/Clay","None",0,0,0,1,0,"Q",121,
"4010",4.00,"M",8/6/2003 0:00:00,"0919","PDT","CLAEMD","VV",33.76,-118.24,"NAD83",15.00,"CM","Olive Green","Silt/Clay","Petroleum",1,1,0,0,0,"None",45,"terrestrial debris"
"4010",4.00,"M",8/6/2003 0:00:00,"0931","PDT","CLAEMD","VV",33.76,-118.24,"NAD83",15.00,"CM","Olive Green","Silt/Clay","Petroleum",0,0,1,0,1,"None",47,"terrestrial debris"
"4010",4.00,"M",8/6/2003 0:00:00,"0938","PDT","CLAEMD","VV",33.76,-118.24,"NAD83",15.00,"CM","Olive Green","Silt/Clay","Petroleum",0,0,0,1,0,"None",54,
"4011",50.00,"M",7/22/2003 0:00:00,"1720","PDT","CINMS","VV",33.99,-119.48,"NAD83",0.00,"CM","NR","NR","NR",0,0,0,0,0,"N",-99,"hard bottom covered w/ coarse sand and coralin alg"
"4011",50.00,"M",7/22/2003 0:00:00,"1725","PDT","CINMS","VV",33.99,-119.48,"NAD83",0.00,"CM","NR","NR","NR",0,0,0,0,0,"N",-99,"hard bottom covered w/ coarse sand and coralin alg"
"4011",50.00,"M",7/22/2003 0:00:00,"1729","PDT","CINMS","VV",33.99,-119.48,"NAD83",0.00,"CM","NR","NR","NR",0,0,0,0,0,"N",-99,"hard bottom covered w/ coarse sand and coralin alg"
"4011",50.00,"M",7/22/2003 0:00:00,"1739","PDT","CINMS","VV",33.99,-119.48,"NAD83",0.00,"CM","NR","NR","NR",0,0,0,0,0,"N",-99,"hard bottom covered w/ coarse sand and coralin alg"
"4011",50.00,"M",7/22/2003 0:00:00,"1743","PDT","CINMS","VV",33.99,-119.48,"NAD83",0.00,"CM","NR","NR","NR",0,0,0,0,0,"N",-99,"hard bottom covered w/ coarse sand and coralin alg"
"4011",50.00,"M",7/22/2003 0:00:00,"1749","PDT","CINMS","VV",33.99,-119.49,"NAD83",0.00,"CM","NR","NR","NR",0,0,0,0,0,"N",-99,"hard bottom covered w/ coarse sand and coralin alg"
"4012",73.00,"M",7/22/2003 0:00:00,"1140","PDT","CSD","VV",32.69,-117.30,"NAD83",9.50,"CM","Olive Green","Fine Sand","None",1,1,0,0,0,"None",-99,
"4012",73.00,"M",7/22/2003 0:00:00,"1149","PDT","CSD","VV",32.69,-117.30,"NAD83",10.00,"CM","Olive Green","Fine Sand","None",1,0,1,0,1,"None",-99,
"4013",-99.00,"NR",9/16/2003 0:00:00,"1100","PDT","ABC","NR",-99.00,-99.00,"NR",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"Other",-99,"No Access"
"4014",4.60,"M",7/30/2003 0:00:00,"0951","PST","MBC","VV",33.82,-118.24,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",17,"clay in jaw"
"4014",4.60,"M",7/30/2003 0:00:00,"0959","PST","MBC","VV",33.82,-118.24,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",1,"clay in jaw"
"4014",4.60,"M",7/30/2003 0:00:00,"1004","PST","MBC","VV",33.82,-118.24,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",9,"rocks in jaw"
"4014",3.40,"M",7/30/2003 0:00:00,"1010","PST","MBC","VV",33.82,-118.24,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",57,"rock in jaw"
"4014",4.00,"M",7/30/2003 0:00:00,"1042","PST","MBC","VV",33.82,-118.24,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",62,"rocks in jaw"
"4014",4.00,"M",7/30/2003 0:00:00,"1052","PST","MBC","VV",33.82,-118.24,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",63,"rock in jaw"
"4015",87.00,"M",7/24/2003 0:00:00,"1614","PDT","ABC","VV",34.33,-119.74,"NAD83",6.50,"CM","Olive Green","Fine Sand","None",1,1,0,0,0,"None",25,
"4015",85.30,"M",7/24/2003 0:00:00,"1624","PDT","ABC","VV",34.33,-119.74,"NAD83",9.50,"CM","Olive Green","Fine Sand","None",0,0,1,0,1,"None",20,
"4015",86.00,"M",7/24/2003 0:00:00,"1638","PDT","ABC","VV",34.33,-119.74,"NAD83",8.50,"CM","Olive Green","Fine Sand","None",0,0,0,1,0,"None",1,
"4016",-99.00,"M",8/8/2003 0:00:00,"2359","PDT","MEC","VV",-99.00,-99.00,"NAD83",-99.00,"CM","NR","NR","NR",0,0,0,0,0,"Other",-99,"Permission not granted by Camp Pendleton to sample"
"4017",0.50,"M",8/19/2003 0:00:00,"0931","PDT","MEC","VV",33.64,-117.88,"NAD83",15.00,"CM","Brown","Mixed","None",0,1,0,0,0,"None",82,"silt with sand"
"4017",0.50,"M",8/19/2003 0:00:00,"0935","PDT","MEC","VV",33.64,-117.88,"NAD83",14.00,"CM","Brown","Mixed","None",0,0,1,1,1,"None",85,"silt with sand"
"4017",0.50,"M",8/19/2003 0:00:00,"0942","PDT","MEC","VV",33.64,-117.88,"NAD83",14.00,"CM","Brown","Mixed","None",0,0,0,1,0,"None",85,"silt with sand"
"4018",6.00,"M",8/8/2003 0:00:00,"0815","PDT","MEC","TVV",33.75,-118.12,"NAD83",17.00,"CM","Brown","Silt/Clay","None",0,1,1,0,1,"None",2,
"4018",6.00,"M",8/8/2003 0:00:00,"0826","PDT","MEC","TVV",33.75,-118.12,"NAD83",17.00,"CM","Brown","Silt/Clay","None",0,0,0,1,0,"None",8,
"4019",83.00,"M",8/18/2003 0:00:00,"1424","PDT","ABC","TVV",34.23,-119.51,"NAD83",13.50,"CM","Olive Green","Silt/Clay","None",0,1,1,1,1,"None",18,
"4019",83.00,"M",8/18/2003 0:00:00,"1440","PDT","ABC","TVV",34.23,-119.51,"NAD83",14.00,"CM","Olive Green","Silt/Clay","None",0,0,0,1,0,"None",36,
"4020",8.00,"M",7/25/2003 0:00:00,"1247","PDT","CSD","VV",32.76,-117.24,"NAD83",11.00,"CM","Brown","Fine Sand","None",1,1,0,0,0,"None",-99,
"4020",8.00,"M",7/25/2003 0:00:00,"1250","PDT","CSD","VV",32.76,-117.24,"NAD83",9.00,"CM","Brown","Fine Sand","None",1,0,1,1,1,"None",-99,
"4020",8.00,"M",7/25/2003 0:00:00,"1259","PDT","CSD","VV",32.76,-117.24,"NAD83",10.00,"CM","Brown","Fine Sand","None",1,0,0,1,0,"None",-99,
"4021",35.00,"M",7/21/2003 0:00:00,"0814","PDT","CLAEMD","VV",33.92,-118.48,"NAD83",7.00,"CM","Olive Green","Fine Sand","None",0,1,0,0,0,"None",37,
"4021",35.00,"M",7/21/2003 0:00:00,"0821","PDT","CLAEMD","VV",33.92,-118.48,"NAD83",10.50,"CM","Olive Green","Fine Sand","None",0,0,0,0,0,"None",17,"SedChem and Grainsize resampled on 8/25/03. TOC was done."
"4021",36.00,"M",7/21/2003 0:00:00,"0830","PDT","CLAEMD","VV",33.92,-118.48,"NAD83",11.00,"CM","Olive Green","Fine Sand","None",0,0,0,1,0,"None",21,
"4021",36.00,"M",7/21/2003 0:00:00,"0837","PDT","CLAEMD","VV",33.92,-118.48,"NAD83",9.00,"CM","Olive Green","Fine Sand","None",0,0,0,1,0,"None",33,
"4021",36.00,"M",8/25/2003 0:00:00,"1301","PDT","CLAEMD","VV",33.92,-118.48,"NAD83",2.00,"CM","Olive Green","Silt/Clay","None",0,0,1,0,1,"None",39,
"4022",61.00,"M",7/21/2003 0:00:00,"1250","PDT","CLAEMD","VV",-99.00,-99.00,"NAD83",9.00,"CM","Olive Green","Mixed","None",0,1,0,0,0,"None",95,"Coordinates not recorded, distance from target obt"
"4022",62.00,"M",7/21/2003 0:00:00,"1258","PDT","CLAEMD","VV",33.87,-118.51,"NAD83",8.50,"CM","Olive Green","Mixed","None",0,0,0,0,0,"None",56,"In general vicinity of first grab. Resampled 8/25/03. TOC done."
"4022",62.00,"M",8/25/2003 0:00:00,"1057","PDT","CLAEMD","VV",33.87,-118.51,"NAD83",2.00,"CM","Olive Green","Silt/Clay","None",0,0,1,0,1,"None",44,
"4023",138.00,"M",8/24/2003 0:00:00,"1452","PST","MBC","TVV",34.30,-119.71,"NAD83",13.50,"CM","Brown","Silt/Clay","None",1,1,1,1,1,"None",90,
"4023",130.00,"M",8/24/2003 0:00:00,"1511","PST","MBC","TVV",34.30,-119.71,"NAD83",14.00,"CM","Brown","Silt/Clay","None",1,0,0,1,0,"None",65,
"4024",146.00,"M",8/5/2003 0:00:00,"1414","PDT","MEC","TVV",33.11,-117.36,"NAD83",17.00,"CM","Brown","Silt/Clay","None",0,1,1,0,1,"None",5,
"4025",990.00,"M",7/19/2003 0:00:00,"0457","PDT","CINMS","TVV",33.73,-119.06,"NAD83",16.00,"CM","Gray","Silt/Clay","None",0,1,1,0,1,"None",-99,"temp: 43.3 F;in water 4:58; total 24 min"
"4026",43.00,"M",8/19/2003 0:00:00,"1300","PDT","LACSD","TVV",33.62,-118.19,"NAD83",-99.00,"CM","NR","NR","NR",0,0,0,0,0,"Other",10,"grab misfired"
"4026",43.00,"M",8/19/2003 0:00:00,"1303","PDT","LACSD","TVV",33.62,-118.19,"NAD83",6.00,"CM","Olive Green","Fine Sand","None",0,1,1,0,1,"None",6,
"4026",43.00,"M",8/19/2003 0:00:00,"1312","PDT","LACSD","TVV",33.62,-118.19,"NAD83",8.00,"CM","Olive Green","Fine Sand","None",0,0,1,1,1,"None",8,"meiofauna sample taken"
"4026",43.00,"M",8/19/2003 0:00:00,"1320","PDT","LACSD","TVV",33.62,-118.19,"NAD83",9.00,"CM","Olive Green","Fine Sand","None",0,0,0,1,0,"None",5,
"4027",101.00,"M",8/15/2003 0:00:00,"0808","PDT","CINMS","VV",34.11,-119.93,"NAD83",0.00,"CM","NR","NR","Other",0,0,0,0,0,"F",-99,"premature closure - closed on way down"
"4027",101.00,"M",8/15/2003 0:00:00,"0817","PDT","CINMS","VV",34.11,-119.93,"NAD83",13.00,"CM","Brown","Silt/Clay","NR",1,1,0,0,0,"None",-99,
"4027",101.00,"M",8/15/2003 0:00:00,"0835","PDT","CINMS","VV",34.11,-119.93,"NAD83",13.00,"CM","Brown","Silt/Clay","NR",0,0,1,1,1,"None",-99,
"4027",101.00,"M",8/15/2003 0:00:00,"0842","PDT","CINMS","VV",34.11,-119.93,"NAD83",0.00,"CM","NR","NR","NR",0,0,0,0,0,"C",-99,
"4027",105.00,"M",8/15/2003 0:00:00,"0853","PDT","CINMS","VV",34.11,-119.93,"NAD83",6.00,"CM","NR","NR","NR",0,0,0,0,0,"A",-99,
"4027",101.00,"M",8/15/2003 0:00:00,"0905","PDT","CINMS","VV",34.11,-119.93,"NAD83",10.00,"CM","Brown","Silt/Clay","None",0,0,0,1,0,"None",-99,
"4028",7.00,"M",7/16/2003 0:00:00,"1006","PDT","CSD","VV",32.67,-117.14,"NAD83",9.50,"CM","Olive Green","Silt/Clay","None",1,1,0,0,0,"None",-99,
"4028",6.00,"M",7/16/2003 0:00:00,"1011","PDT","CSD","VV",32.67,-117.14,"NAD83",10.50,"CM","Olive Green","Silt/Clay","None",1,0,1,0,1,"None",-99,
"4028",4.00,"M",7/16/2003 0:00:00,"1017","PDT","CSD","VV",32.67,-117.14,"NAD83",11.00,"CM","Olive Green","Silt/Clay","None",1,0,0,1,0,"Other",-99,"Not within 10% of Target-site depth"
"4028",3.00,"M",7/16/2003 0:00:00,"1023","PDT","CSD","VV",32.67,-117.14,"NAD83",10.00,"CM","Olive Green","Silt/Clay","None",1,0,0,1,0,"Other",-99,"Not within 10% of Target-site depth"
"4028",6.00,"M",7/16/2003 0:00:00,"1330","PDT","CSD","VV",32.67,-117.14,"NAD83",11.00,"CM","Olive Green","Silt/Clay","None",1,0,1,1,0,"None",-99,
"4028",6.00,"M",7/16/2003 0:00:00,"1336","PDT","CSD","VV",32.67,-117.14,"NAD83",13.00,"CM","Olive Green","Silt/Clay","None",1,0,1,1,0,"None",-99,
"4029",75.00,"M",7/21/2003 0:00:00,"1004","PDT","CINMS","VV",34.03,-119.35,"NAD83",8.00,"CM","Other","NR","None",1,1,0,0,0,"None",-99,"shallow water; hit bottom at 84 m; in water 10:02;"
"4029",84.00,"M",7/21/2003 0:00:00,"1016","PDT","CINMS","VV",34.03,-119.35,"NAD83",8.00,"CM","Other","NR","None",1,0,1,1,1,"None",-99,"shallow water; hit bottom at 84 m;on site 10:16; i"
"4029",82.00,"M",7/21/2003 0:00:00,"1036","PDT","CINMS","VV",34.03,-119.35,"NAD83",9.00,"CM","Other","NR","None",1,0,1,1,1,"None",-99,"shallow water;hit bottom at 84 m;on site 10:33:38;"
"4029",80.00,"M",7/21/2003 0:00:00,"1048","PDT","CINMS","VV",34.03,-119.35,"NAD83",9.00,"CM","Other","NR","None",0,0,1,1,1,"None",-99,"shallow water;hit bottom at 84 m;on site 10:46; in"
"4030",42.00,"M",7/24/2003 0:00:00,"0757","PDT","OCSD","TVV",33.51,-117.77,"NAD83",11.00,"CM","Olive Green","Silt/Clay","None",0,1,1,0,1,"None",24,"This record was hand entered 7/31/2003."
"4031",-99.00,"M",8/20/2003 0:00:00,"0800","PDT","CINMS","VV",34.05,-120.42,"NAD83",-99.00,"CM","NR","NR","NR",0,0,0,0,0,"Other",-99,"Too hazerdous to sample"
"4032",0.60,"M",7/25/2003 0:00:00,"1707","PDT","MEC","VV",33.00,-117.27,"NAD83",17.00,"CM","Olive Green","Silt/Clay","Humic",0,1,0,0,0,"None",3,
"4032",0.60,"M",7/25/2003 0:00:00,"1716","PDT","MEC","VV",33.00,-117.27,"NAD83",16.00,"CM","Olive Green","Silt/Clay","Humic",0,0,1,1,1,"None",5,
"4032",0.60,"M",7/25/2003 0:00:00,"1724","PDT","MEC","VV",33.00,-117.27,"NAD83",15.00,"CM","Olive Green","Silt/Clay","Humic",0,0,0,1,0,"None",6,
"4033",0.60,"M",7/25/2003 0:00:00,"0759","PDT","MEC","VV",32.75,-117.22,"NAD83",17.00,"CM","Olive Green","Silt/Clay","None",0,1,0,0,0,"None",0,
"4033",0.60,"M",7/25/2003 0:00:00,"0808","PDT","MEC","VV",32.75,-117.22,"NAD83",15.00,"CM","Olive Green","Silt/Clay","None",0,0,1,1,1,"None",2,
"4033",0.60,"M",7/25/2003 0:00:00,"0819","PDT","MEC","VV",32.75,-117.22,"NAD83",15.00,"CM","Olive Green","Silt/Clay","None",0,0,0,1,0,"None",4,
"4034",3.00,"M",8/20/2003 0:00:00,"0817","PST","MBC","VV",33.74,-118.11,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"E",98,
"4034",4.60,"M",8/20/2003 0:00:00,"0821","PST","MBC","VV",33.74,-118.11,"NAD83",10.50,"CM","Brown","Fine Sand","None",1,1,0,0,0,"None",92,
"4034",4.60,"M",8/20/2003 0:00:00,"0829","PST","MBC","VV",33.74,-118.11,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"E",89,
"4034",4.60,"M",8/20/2003 0:00:00,"0833","PST","MBC","VV",33.74,-118.11,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",96,
"4034",4.30,"M",8/20/2003 0:00:00,"0835","PST","MBC","VV",33.74,-118.11,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"E",92,
"4034",4.00,"M",8/20/2003 0:00:00,"0839","PST","MBC","VV",33.74,-118.11,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"E",90,
"4034",4.30,"M",8/20/2003 0:00:00,"0850","PST","MBC","VV",33.74,-118.11,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"E",95,
"4034",4.30,"M",8/20/2003 0:00:00,"0854","PST","MBC","VV",33.74,-118.11,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"E",93,
"4034",4.30,"M",8/20/2003 0:00:00,"0859","PST","MBC","VV",33.74,-118.11,"NAD83",11.50,"CM","Brown","Fine Sand","Hydrogen Sulfide",1,0,1,1,1,"None",94,
"4034",4.60,"M",8/20/2003 0:00:00,"0912","PST","MBC","VV",33.74,-118.11,"NAD83",8.00,"CM","Brown","Fine Sand","None",0,0,0,1,0,"None",90,
"4034",4.60,"M",8/20/2003 0:00:00,"0919","PST","MBC","VV",33.74,-118.11,"NAD83",9.00,"CM","Brown","Fine Sand","None",1,0,0,1,0,"None",88,"samples also used for TIE"
"4034",4.90,"M",8/20/2003 0:00:00,"0929","PST","MBC","VV",33.74,-118.11,"NAD83",7.00,"CM","Brown","Fine Sand","None",0,0,0,0,0,"None",87,"sample used for TIE"
"4035",71.00,"M",8/18/2003 0:00:00,"1206","PDT","ABC","TVV",34.28,-119.50,"NAD83",16.50,"CM","Olive Green","Silt/Clay","None",0,1,1,1,1,"None",55,
"4035",71.00,"M",8/18/2003 0:00:00,"1222","PDT","ABC","TVV",34.28,-119.50,"NAD83",17.00,"CM","Olive Green","Silt/Clay","None",0,0,0,1,0,"None",18,
"4036",48.00,"M",7/23/2003 0:00:00,"1113","PDT","CSD","VV",32.79,-117.30,"NAD83",9.50,"CM","Olive Green","Fine Sand","None",0,0,1,0,0,"None",-99,
"4036",48.00,"M",7/23/2003 0:00:00,"1120","PDT","CSD","VV",32.79,-117.30,"NAD83",11.50,"CM","Olive Green","Fine Sand","None",0,1,0,1,1,"None",-99,
"4036",47.00,"M",7/23/2003 0:00:00,"1135","PDT","CSD","VV",32.79,-117.30,"NAD83",12.50,"CM","Olive Green","Fine Sand","None",0,0,1,1,0,"None",-99,
"4037",59.00,"M",7/23/2003 0:00:00,"1049","PDT","CLAEMD","VV",33.99,-118.70,"NAD83",10.00,"CM","Gray","Silt/Clay","None",0,1,0,0,0,"None",24,
"4037",60.00,"M",7/23/2003 0:00:00,"1056","PDT","CLAEMD","VV",33.99,-118.70,"NAD83",10.00,"CM","Gray","Silt/Clay","None",0,0,0,0,0,"None",21,"SedChem and Grainsize resampled on 8/4/03. TOC was done."
"4037",60.00,"M",7/23/2003 0:00:00,"1108","PDT","CLAEMD","VV",33.99,-118.70,"NAD83",10.00,"CM","Gray","Silt/Clay","None",0,0,0,1,0,"None",21,
