"StationID","LabCode","SampleType","QABatch","SpeciesCode","Dilution","Concentration","EPCode","Units","StatisticalTest","Mean","N","StdDev","PctControl","SigEffect","QACode","Comment"
"0000","ABC","RFCD","7","EE",-99.00,0.00,"SP","PERCENT","Not tested",100.00,3,0.00,100.00,"X","A",
"0000","ABC","RFCD","7","EE",-99.00,0.32,"SP","PERCENT","Not tested",100.00,3,0.00,100.00,"X","A",
"0000","ABC","RFCD","7","EE",-99.00,1.00,"SP","PERCENT","Not tested",90.00,3,10.00,90.00,"X","A",
"0000","ABC","RFCD","7","EE",-99.00,3.20,"SP","PERCENT","Not tested",73.33,3,11.54,73.33,"X","A",
"0000","ABC","RFCD","7","EE",-99.00,5.60,"SP","PERCENT","Not tested",50.00,3,17.32,50.00,"X","A",
"0000","ABC","RFCD","7","EE",-99.00,10.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","ABC","RFCD","9","EE",-99.00,0.00,"SP","PERCENT","Not tested",100.00,3,0.00,100.00,"X","A",
"0000","ABC","RFCD","9","EE",-99.00,0.32,"SP","PERCENT","Not tested",100.00,3,0.00,100.00,"X","A",
"0000","ABC","RFCD","9","EE",-99.00,1.00,"SP","PERCENT","Not tested",90.00,3,17.32,90.00,"X","A",
"0000","ABC","RFCD","9","EE",-99.00,3.20,"SP","PERCENT","Not tested",60.00,3,10.00,60.00,"X","A",
"0000","ABC","RFCD","9","EE",-99.00,5.60,"SP","PERCENT","Not tested",40.00,3,0.00,40.00,"X","A",
"0000","ABC","RFCD","9","EE",-99.00,10.00,"SP","PERCENT","Not tested",10.00,3,10.00,10.00,"X","A",
"0000","ABC","RFNH3","3","EE",-99.00,0.00,"SP","PERCENT","Not tested",100.00,3,0.00,100.00,"X","A",
"0000","ABC","RFNH3","3","EE",-99.00,16.00,"SP","PERCENT","Not tested",100.00,3,0.00,100.00,"X","A",
"0000","ABC","RFNH3","3","EE",-99.00,25.00,"SP","PERCENT","Not tested",100.00,3,0.00,100.00,"X","A",
"0000","ABC","RFNH3","3","EE",-99.00,40.00,"SP","PERCENT","Not tested",96.66,3,5.77,96.66,"X","A",
"0000","ABC","RFNH3","3","EE",-99.00,100.00,"SP","PERCENT","Not tested",96.66,3,5.77,96.66,"X","A",
"0000","ABC","RFNH3","3","EE",-99.00,200.00,"SP","PERCENT","Not tested",70.00,3,0.00,70.00,"X","A",
"0000","MEC","CNEG","Batch 1","EE",-99.00,-99.00,"SP","PERCENT","Not tested",92.00,10,5.37,100.00,"X","A",
"0000","MEC","CNEG","Batch 10","EE",-99.00,-99.00,"SP","PERCENT","Not tested",91.00,5,11.93,100.00,"X","Q",
"0000","MEC","CNEG","Batch 11","EE",-99.00,-99.00,"SP","PERCENT","Not tested",89.50,10,7.24,100.00,"X","Q",
"0000","MEC","CNEG","Batch 12","EE",-99.00,-99.00,"SP","PERCENT","Not tested",90.00,5,5.00,100.00,"X","A",
"0000","MEC","CNEG","Batch 13","EE",-99.00,-99.00,"SP","PERCENT","Not tested",96.00,5,2.23,100.00,"X","A",
"0000","MEC","CNEG","Batch 14","EE",-99.00,-99.00,"SP","PERCENT","Not tested",99.00,5,2.23,100.00,"X","A",
"0000","MEC","CNEG","Batch 2","EE",-99.00,-99.00,"SP","PERCENT","Not tested",92.50,10,4.24,100.00,"X","A",
"0000","MEC","CNEG","Batch 3","EE",-99.00,-99.00,"SP","PERCENT","Not tested",91.00,10,10.48,100.00,"X","Q",
"0000","MEC","CNEG","Batch 4","EE",-99.00,-99.00,"SP","PERCENT","Not tested",95.50,10,4.97,100.00,"X","A",
"0000","MEC","CNEG","Batch 5","EE",-99.00,-99.00,"SP","PERCENT","Not tested",95.00,10,4.71,100.00,"X","A",
"0000","MEC","CNEG","Batch 6","EE",-99.00,-99.00,"SP","PERCENT","Not tested",96.00,10,4.59,100.00,"X","A",
"0000","MEC","CNEG","Batch 7","EE",-99.00,-99.00,"SP","PERCENT","Not tested",-99.00,-99,-99.00,-99.00,"X","DX","Control survival criteria not met. Could not be re-tested during holding time. Data removed."
"0000","MEC","CNEG","Batch 8","EE",-99.00,-99.00,"SP","PERCENT","Not tested",100.00,5,0.00,100.00,"X","A",
"0000","MEC","CNEG","Batch 9","EE",-99.00,-99.00,"SP","PERCENT","Not tested",95.00,5,3.53,100.00,"X","J",
"0000","MEC","RFCD","Batch 1 RFCD","EE",-99.00,0.00,"SP","PERCENT","Not tested",93.33,3,5.77,100.00,"X","A",
"0000","MEC","RFCD","Batch 1 RFCD","EE",-99.00,2.50,"SP","PERCENT","Not tested",86.66,3,11.54,92.85,"X","A",
"0000","MEC","RFCD","Batch 1 RFCD","EE",-99.00,5.00,"SP","PERCENT","Not tested",66.66,3,15.27,71.42,"X","A",
"0000","MEC","RFCD","Batch 1 RFCD","EE",-99.00,10.00,"SP","PERCENT","Not tested",30.00,3,10.00,32.14,"X","A",
"0000","MEC","RFCD","Batch 1 RFCD","EE",-99.00,20.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 1 RFCD","EE",-99.00,40.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 10 RFCD","EE",-99.00,0.00,"SP","PERCENT","Not tested",100.00,3,0.00,100.00,"X","A",
"0000","MEC","RFCD","Batch 10 RFCD","EE",-99.00,2.50,"SP","PERCENT","Not tested",90.00,3,10.00,90.00,"X","A",
"0000","MEC","RFCD","Batch 10 RFCD","EE",-99.00,5.00,"SP","PERCENT","Not tested",66.66,3,5.77,66.66,"X","A",
"0000","MEC","RFCD","Batch 10 RFCD","EE",-99.00,10.00,"SP","PERCENT","Not tested",20.00,3,10.00,20.00,"X","A",
"0000","MEC","RFCD","Batch 10 RFCD","EE",-99.00,20.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 10 RFCD","EE",-99.00,40.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 11 RFCD","EE",-99.00,0.00,"SP","PERCENT","Not tested",100.00,3,0.00,100.00,"X","A",
"0000","MEC","RFCD","Batch 11 RFCD","EE",-99.00,2.50,"SP","PERCENT","Not tested",86.66,3,5.77,86.66,"X","A",
"0000","MEC","RFCD","Batch 11 RFCD","EE",-99.00,5.00,"SP","PERCENT","Not tested",50.00,3,20.00,50.00,"X","A",
"0000","MEC","RFCD","Batch 11 RFCD","EE",-99.00,10.00,"SP","PERCENT","Not tested",10.00,3,17.32,10.00,"X","A",
"0000","MEC","RFCD","Batch 11 RFCD","EE",-99.00,20.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 11 RFCD","EE",-99.00,40.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 12 RFCD","EE",-99.00,0.00,"SP","PERCENT","Not tested",90.00,3,0.00,100.00,"X","A",
"0000","MEC","RFCD","Batch 12 RFCD","EE",-99.00,2.50,"SP","PERCENT","Not tested",80.00,3,10.00,88.88,"X","A",
"0000","MEC","RFCD","Batch 12 RFCD","EE",-99.00,5.00,"SP","PERCENT","Not tested",43.33,3,5.77,48.14,"X","A",
"0000","MEC","RFCD","Batch 12 RFCD","EE",-99.00,10.00,"SP","PERCENT","Not tested",3.33,3,5.77,3.70,"X","A",
"0000","MEC","RFCD","Batch 12 RFCD","EE",-99.00,20.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 12 RFCD","EE",-99.00,40.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 13 RFCD","EE",-99.00,0.00,"SP","PERCENT","Not tested",96.66,3,5.77,100.00,"X","A",
"0000","MEC","RFCD","Batch 13 RFCD","EE",-99.00,2.50,"SP","PERCENT","Not tested",86.66,3,15.27,89.65,"X","A",
"0000","MEC","RFCD","Batch 13 RFCD","EE",-99.00,5.00,"SP","PERCENT","Not tested",60.00,3,10.00,62.06,"X","A",
"0000","MEC","RFCD","Batch 13 RFCD","EE",-99.00,10.00,"SP","PERCENT","Not tested",26.66,3,20.81,27.58,"X","A",
"0000","MEC","RFCD","Batch 13 RFCD","EE",-99.00,20.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 13 RFCD","EE",-99.00,40.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 14 RFCD","EE",-99.00,0.00,"SP","PERCENT","Not tested",96.66,3,5.77,100.00,"X","A",
"0000","MEC","RFCD","Batch 14 RFCD","EE",-99.00,2.50,"SP","PERCENT","Not tested",83.33,3,11.54,86.20,"X","A",
"0000","MEC","RFCD","Batch 14 RFCD","EE",-99.00,5.00,"SP","PERCENT","Not tested",66.66,3,15.27,68.96,"X","A",
"0000","MEC","RFCD","Batch 14 RFCD","EE",-99.00,10.00,"SP","PERCENT","Not tested",3.33,3,5.77,3.44,"X","A",
"0000","MEC","RFCD","Batch 14 RFCD","EE",-99.00,20.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 14 RFCD","EE",-99.00,40.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 2 RFCD","EE",-99.00,0.00,"SP","PERCENT","Not tested",96.66,3,5.77,100.00,"X","A",
"0000","MEC","RFCD","Batch 2 RFCD","EE",-99.00,2.50,"SP","PERCENT","Not tested",76.66,3,5.77,79.31,"X","A",
"0000","MEC","RFCD","Batch 2 RFCD","EE",-99.00,5.00,"SP","PERCENT","Not tested",53.33,3,15.27,55.17,"X","A",
"0000","MEC","RFCD","Batch 2 RFCD","EE",-99.00,10.00,"SP","PERCENT","Not tested",6.66,3,5.77,6.89,"X","A",
"0000","MEC","RFCD","Batch 2 RFCD","EE",-99.00,20.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 2 RFCD","EE",-99.00,40.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 3 RFCD","EE",-99.00,0.00,"SP","PERCENT","Not tested",93.33,3,5.77,100.00,"X","A",
"0000","MEC","RFCD","Batch 3 RFCD","EE",-99.00,2.50,"SP","PERCENT","Not tested",66.66,3,5.77,71.42,"X","A",
"0000","MEC","RFCD","Batch 3 RFCD","EE",-99.00,5.00,"SP","PERCENT","Not tested",53.33,3,20.81,57.14,"X","A",
"0000","MEC","RFCD","Batch 3 RFCD","EE",-99.00,10.00,"SP","PERCENT","Not tested",20.00,3,10.00,21.42,"X","A",
"0000","MEC","RFCD","Batch 3 RFCD","EE",-99.00,20.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 3 RFCD","EE",-99.00,40.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 4 RFCD","EE",-99.00,0.00,"SP","PERCENT","Not tested",96.66,3,5.77,100.00,"X","A",
"0000","MEC","RFCD","Batch 4 RFCD","EE",-99.00,2.50,"SP","PERCENT","Not tested",83.33,3,15.27,86.20,"X","A",
"0000","MEC","RFCD","Batch 4 RFCD","EE",-99.00,5.00,"SP","PERCENT","Not tested",63.33,3,15.27,65.51,"X","A",
"0000","MEC","RFCD","Batch 4 RFCD","EE",-99.00,10.00,"SP","PERCENT","Not tested",6.66,3,11.54,6.89,"X","A",
"0000","MEC","RFCD","Batch 4 RFCD","EE",-99.00,20.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 4 RFCD","EE",-99.00,40.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 5 RFCD","EE",-99.00,0.00,"SP","PERCENT","Not tested",100.00,3,0.00,100.00,"X","A",
"0000","MEC","RFCD","Batch 5 RFCD","EE",-99.00,2.50,"SP","PERCENT","Not tested",96.66,3,5.77,96.66,"X","A",
"0000","MEC","RFCD","Batch 5 RFCD","EE",-99.00,5.00,"SP","PERCENT","Not tested",83.33,3,15.27,83.33,"X","A",
"0000","MEC","RFCD","Batch 5 RFCD","EE",-99.00,10.00,"SP","PERCENT","Not tested",10.00,3,10.00,10.00,"X","A",
"0000","MEC","RFCD","Batch 5 RFCD","EE",-99.00,20.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 5 RFCD","EE",-99.00,40.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 6 RFCD","EE",-99.00,0.00,"SP","PERCENT","Not tested",96.66,3,5.77,100.00,"X","A",
"0000","MEC","RFCD","Batch 6 RFCD","EE",-99.00,2.50,"SP","PERCENT","Not tested",76.66,3,20.81,79.31,"X","A",
"0000","MEC","RFCD","Batch 6 RFCD","EE",-99.00,5.00,"SP","PERCENT","Not tested",70.00,3,10.00,72.41,"X","A",
"0000","MEC","RFCD","Batch 6 RFCD","EE",-99.00,10.00,"SP","PERCENT","Not tested",43.33,3,30.55,44.82,"X","A",
"0000","MEC","RFCD","Batch 6 RFCD","EE",-99.00,20.00,"SP","PERCENT","Not tested",3.33,3,5.77,3.44,"X","A",
"0000","MEC","RFCD","Batch 6 RFCD","EE",-99.00,40.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 7 RFCD","EE",-99.00,0.00,"SP","PERCENT","Not tested",80.00,3,0.00,100.00,"X","D",
"0000","MEC","RFCD","Batch 7 RFCD","EE",-99.00,2.50,"SP","PERCENT","Not tested",76.66,3,11.54,95.83,"X","D",
"0000","MEC","RFCD","Batch 7 RFCD","EE",-99.00,5.00,"SP","PERCENT","Not tested",70.00,3,17.32,87.50,"X","D",
"0000","MEC","RFCD","Batch 7 RFCD","EE",-99.00,10.00,"SP","PERCENT","Not tested",3.33,3,5.77,4.16,"X","D",
"0000","MEC","RFCD","Batch 7 RFCD","EE",-99.00,20.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","D",
"0000","MEC","RFCD","Batch 7 RFCD","EE",-99.00,40.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","D",
"0000","MEC","RFCD","Batch 7b RFCD","EE",-99.00,0.00,"SP","PERCENT","Not tested",93.33,3,5.77,100.00,"X","A",
"0000","MEC","RFCD","Batch 7b RFCD","EE",-99.00,2.50,"SP","PERCENT","Not tested",56.66,3,5.77,60.71,"X","A",
"0000","MEC","RFCD","Batch 7b RFCD","EE",-99.00,5.00,"SP","PERCENT","Not tested",50.00,3,26.45,53.57,"X","A",
"0000","MEC","RFCD","Batch 7b RFCD","EE",-99.00,10.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 7b RFCD","EE",-99.00,20.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 7b RFCD","EE",-99.00,40.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 8 RFCD","EE",-99.00,0.00,"SP","PERCENT","Not tested",96.66,3,5.77,100.00,"X","A",
"0000","MEC","RFCD","Batch 8 RFCD","EE",-99.00,2.50,"SP","PERCENT","Not tested",86.66,3,15.27,89.65,"X","A",
"0000","MEC","RFCD","Batch 8 RFCD","EE",-99.00,5.00,"SP","PERCENT","Not tested",86.66,3,5.77,89.65,"X","A",
"0000","MEC","RFCD","Batch 8 RFCD","EE",-99.00,10.00,"SP","PERCENT","Not tested",20.00,3,10.00,20.68,"X","A",
"0000","MEC","RFCD","Batch 8 RFCD","EE",-99.00,20.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 8 RFCD","EE",-99.00,40.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 9 RFCD","EE",-99.00,0.00,"SP","PERCENT","Not tested",90.00,3,17.32,100.00,"X","A",
"0000","MEC","RFCD","Batch 9 RFCD","EE",-99.00,2.50,"SP","PERCENT","Not tested",56.66,3,37.85,62.96,"X","A",
"0000","MEC","RFCD","Batch 9 RFCD","EE",-99.00,5.00,"SP","PERCENT","Not tested",40.00,3,10.00,44.44,"X","A",
"0000","MEC","RFCD","Batch 9 RFCD","EE",-99.00,10.00,"SP","PERCENT","Not tested",3.33,3,5.77,3.70,"X","A",
"0000","MEC","RFCD","Batch 9 RFCD","EE",-99.00,20.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFCD","Batch 9 RFCD","EE",-99.00,40.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFNH3","Batch 1 RFNH3","EE",-99.00,0.00,"SP","PERCENT","Not tested",93.33,3,5.77,100.00,"X","A",
"0000","MEC","RFNH3","Batch 1 RFNH3","EE",-99.00,15.62,"SP","PERCENT","Not tested",93.33,3,11.54,100.00,"X","A",
"0000","MEC","RFNH3","Batch 1 RFNH3","EE",-99.00,31.25,"SP","PERCENT","Not tested",93.33,3,11.54,100.00,"X","A",
"0000","MEC","RFNH3","Batch 1 RFNH3","EE",-99.00,62.50,"SP","PERCENT","Not tested",93.33,3,11.54,100.00,"X","A",
"0000","MEC","RFNH3","Batch 1 RFNH3","EE",-99.00,125.00,"SP","PERCENT","Not tested",86.66,3,5.77,92.85,"X","A",
"0000","MEC","RFNH3","Batch 1 RFNH3","EE",-99.00,250.00,"SP","PERCENT","Not tested",53.33,3,20.81,57.14,"X","A",
"0000","MEC","RFNH3","Batch 10 RFNH3","EE",-99.00,0.00,"SP","PERCENT","Not tested",96.66,3,5.77,100.00,"X","A",
"0000","MEC","RFNH3","Batch 10 RFNH3","EE",-99.00,15.62,"SP","PERCENT","Not tested",93.33,3,5.77,96.55,"X","A",
"0000","MEC","RFNH3","Batch 10 RFNH3","EE",-99.00,31.25,"SP","PERCENT","Not tested",90.00,3,10.00,93.10,"X","A",
"0000","MEC","RFNH3","Batch 10 RFNH3","EE",-99.00,62.50,"SP","PERCENT","Not tested",93.33,3,11.54,96.55,"X","A",
"0000","MEC","RFNH3","Batch 10 RFNH3","EE",-99.00,125.00,"SP","PERCENT","Not tested",63.33,3,15.27,65.51,"X","A",
"0000","MEC","RFNH3","Batch 10 RFNH3","EE",-99.00,250.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFNH3","Batch 11 RFNH3","EE",-99.00,0.00,"SP","PERCENT","Not tested",83.33,3,20.81,100.00,"X","D",
"0000","MEC","RFNH3","Batch 11 RFNH3","EE",-99.00,15.62,"SP","PERCENT","Not tested",86.66,3,15.27,104.00,"X","D",
"0000","MEC","RFNH3","Batch 11 RFNH3","EE",-99.00,31.25,"SP","PERCENT","Not tested",90.00,3,10.00,108.00,"X","D",
"0000","MEC","RFNH3","Batch 11 RFNH3","EE",-99.00,62.50,"SP","PERCENT","Not tested",93.33,3,5.77,112.00,"X","D",
"0000","MEC","RFNH3","Batch 11 RFNH3","EE",-99.00,125.00,"SP","PERCENT","Not tested",63.33,3,20.81,76.00,"X","D",
"0000","MEC","RFNH3","Batch 11 RFNH3","EE",-99.00,250.00,"SP","PERCENT","Not tested",6.66,3,11.54,8.00,"X","D",
"0000","MEC","RFNH3","Batch 12 RFNH3","EE",-99.00,0.00,"SP","PERCENT","Not tested",90.00,3,0.00,100.00,"X","A",
"0000","MEC","RFNH3","Batch 12 RFNH3","EE",-99.00,15.62,"SP","PERCENT","Not tested",86.66,3,11.54,96.29,"X","A",
"0000","MEC","RFNH3","Batch 12 RFNH3","EE",-99.00,31.25,"SP","PERCENT","Not tested",86.66,3,5.77,96.29,"X","A",
"0000","MEC","RFNH3","Batch 12 RFNH3","EE",-99.00,62.50,"SP","PERCENT","Not tested",70.00,3,0.00,77.77,"X","A",
"0000","MEC","RFNH3","Batch 12 RFNH3","EE",-99.00,125.00,"SP","PERCENT","Not tested",30.00,3,10.00,33.33,"X","A",
"0000","MEC","RFNH3","Batch 12 RFNH3","EE",-99.00,250.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFNH3","Batch 13 RFNH3","EE",-99.00,0.00,"SP","PERCENT","Not tested",100.00,3,0.00,100.00,"X","A",
"0000","MEC","RFNH3","Batch 13 RFNH3","EE",-99.00,15.62,"SP","PERCENT","Not tested",96.66,3,5.77,96.66,"X","A",
"0000","MEC","RFNH3","Batch 13 RFNH3","EE",-99.00,31.25,"SP","PERCENT","Not tested",93.33,3,5.77,93.33,"X","A",
"0000","MEC","RFNH3","Batch 13 RFNH3","EE",-99.00,62.50,"SP","PERCENT","Not tested",100.00,3,0.00,100.00,"X","A",
"0000","MEC","RFNH3","Batch 13 RFNH3","EE",-99.00,125.00,"SP","PERCENT","Not tested",53.33,3,20.81,53.33,"X","A",
"0000","MEC","RFNH3","Batch 13 RFNH3","EE",-99.00,250.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFNH3","Batch 14 RFNH3","EE",-99.00,0.00,"SP","PERCENT","Not tested",93.33,3,11.54,100.00,"X","A",
"0000","MEC","RFNH3","Batch 14 RFNH3","EE",-99.00,15.62,"SP","PERCENT","Not tested",96.66,3,5.77,103.57,"X","A",
"0000","MEC","RFNH3","Batch 14 RFNH3","EE",-99.00,31.25,"SP","PERCENT","Not tested",90.00,3,10.00,96.42,"X","A",
"0000","MEC","RFNH3","Batch 14 RFNH3","EE",-99.00,62.50,"SP","PERCENT","Not tested",93.33,3,5.77,100.00,"X","A",
"0000","MEC","RFNH3","Batch 14 RFNH3","EE",-99.00,125.00,"SP","PERCENT","Not tested",70.00,3,10.00,75.00,"X","A",
"0000","MEC","RFNH3","Batch 14 RFNH3","EE",-99.00,250.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFNH3","Batch 2 RFNH3","EE",-99.00,0.00,"SP","PERCENT","Not tested",96.66,3,5.77,100.00,"X","A",
"0000","MEC","RFNH3","Batch 2 RFNH3","EE",-99.00,15.62,"SP","PERCENT","Not tested",93.33,3,5.77,96.55,"X","A",
"0000","MEC","RFNH3","Batch 2 RFNH3","EE",-99.00,31.25,"SP","PERCENT","Not tested",90.00,3,10.00,93.10,"X","A",
"0000","MEC","RFNH3","Batch 2 RFNH3","EE",-99.00,62.50,"SP","PERCENT","Not tested",83.33,3,5.77,86.20,"X","A",
"0000","MEC","RFNH3","Batch 2 RFNH3","EE",-99.00,125.00,"SP","PERCENT","Not tested",20.00,3,17.32,20.68,"X","A",
"0000","MEC","RFNH3","Batch 2 RFNH3","EE",-99.00,250.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFNH3","Batch 3 RFNH3","EE",-99.00,0.00,"SP","PERCENT","Not tested",83.33,3,15.27,100.00,"X","A",
"0000","MEC","RFNH3","Batch 3 RFNH3","EE",-99.00,15.62,"SP","PERCENT","Not tested",86.66,3,5.77,104.00,"X","A",
"0000","MEC","RFNH3","Batch 3 RFNH3","EE",-99.00,31.25,"SP","PERCENT","Not tested",86.66,3,15.27,104.00,"X","A",
"0000","MEC","RFNH3","Batch 3 RFNH3","EE",-99.00,62.50,"SP","PERCENT","Not tested",83.33,3,5.77,100.00,"X","A",
"0000","MEC","RFNH3","Batch 3 RFNH3","EE",-99.00,125.00,"SP","PERCENT","Not tested",60.00,3,20.00,72.00,"X","A",
"0000","MEC","RFNH3","Batch 3 RFNH3","EE",-99.00,250.00,"SP","PERCENT","Not tested",0.00,3,0.00,0.00,"X","A",
"0000","MEC","RFNH3","Batch 4 RFNH3","EE",-99.00,0.00,"SP","PERCENT","Not tested",93.33,3,5.77,100.00,"X","A",
"0000","MEC","RFNH3","Batch 4 RFNH3","EE",-99.00,15.62,"SP","PERCENT","Not tested",96.66,3,5.77,103.57,"X","A",
"0000","MEC","RFNH3","Batch 4 RFNH3","EE",-99.00,31.25,"SP","PERCENT","Not tested",86.66,3,15.27,92.85,"X","A",
"0000","MEC","RFNH3","Batch 4 RFNH3","EE",-99.00,62.50,"SP","PERCENT","Not tested",90.00,3,0.00,96.42,"X","A",
"0000","MEC","RFNH3","Batch 4 RFNH3","EE",-99.00,125.00,"SP","PERCENT","Not tested",60.00,3,20.00,64.28,"X","A",
