"StationID","QABatch","Matrix","Dilution","Concentration","ConcentrationUnits","TimePoint","Parameter","Qualifier","Value","ValueUnits","LabRep","LabCode","Comments"
"0000","11","RT",-99.00,0.32,"MG/L",2.00,"DO","None",9.00,"MG/L","0","ABC",
"0000","11","RT",-99.00,0.32,"MG/L",3.00,"DO","None",9.10,"MG/L","0","ABC",
"0000","11","RT",-99.00,0.32,"MG/L",4.00,"DO","None",9.00,"MG/L","0","ABC",
"0000","11","RT",-99.00,1.00,"MG/L",0.00,"DO","None",9.50,"MG/L","0","ABC",
"0000","11","RT",-99.00,1.00,"MG/L",1.00,"DO","None",9.30,"MG/L","0","ABC",
"0000","11","RT",-99.00,1.00,"MG/L",2.00,"DO","None",9.20,"MG/L","0","ABC",
"0000","11","RT",-99.00,1.00,"MG/L",3.00,"DO","None",9.10,"MG/L","0","ABC",
"0000","11","RT",-99.00,1.00,"MG/L",4.00,"DO","None",8.90,"MG/L","0","ABC",
"0000","11","RT",-99.00,3.20,"MG/L",0.00,"DO","None",9.30,"MG/L","0","ABC",
"0000","11","RT",-99.00,3.20,"MG/L",1.00,"DO","None",9.30,"MG/L","0","ABC",
"0000","11","RT",-99.00,3.20,"MG/L",2.00,"DO","None",9.20,"MG/L","0","ABC",
"0000","11","RT",-99.00,3.20,"MG/L",3.00,"DO","None",9.00,"MG/L","0","ABC",
"0000","11","RT",-99.00,3.20,"MG/L",4.00,"DO","None",9.00,"MG/L","0","ABC",
"0000","11","RT",-99.00,5.60,"MG/L",0.00,"DO","None",9.20,"MG/L","0","ABC",
"0000","11","RT",-99.00,5.60,"MG/L",1.00,"DO","None",9.20,"MG/L","0","ABC",
"0000","11","RT",-99.00,5.60,"MG/L",2.00,"DO","None",9.20,"MG/L","0","ABC",
"0000","11","RT",-99.00,5.60,"MG/L",3.00,"DO","None",9.00,"MG/L","0","ABC",
"0000","11","RT",-99.00,5.60,"MG/L",4.00,"DO","None",8.80,"MG/L","0","ABC",
"0000","11","RT",-99.00,10.00,"MG/L",0.00,"DO","None",9.10,"MG/L","0","ABC",
"0000","11","RT",-99.00,10.00,"MG/L",1.00,"DO","None",9.00,"MG/L","0","ABC",
"0000","11","RT",-99.00,10.00,"MG/L",2.00,"DO","None",9.10,"MG/L","0","ABC",
"0000","11","RT",-99.00,10.00,"MG/L",3.00,"DO","None",8.90,"MG/L","0","ABC",
"0000","11","RT",-99.00,10.00,"MG/L",4.00,"DO","None",8.80,"MG/L","0","ABC",
"0000","11","RT",-99.00,0.00,"MG/L",0.00,"PH","None",7.80,"pH","0","ABC",
"0000","11","RT",-99.00,0.00,"MG/L",1.00,"PH","None",7.80,"pH","0","ABC",
"0000","11","RT",-99.00,0.00,"MG/L",2.00,"PH","None",7.80,"pH","0","ABC",
"0000","11","RT",-99.00,0.00,"MG/L",3.00,"PH","None",7.80,"pH","0","ABC",
"0000","11","RT",-99.00,0.00,"MG/L",4.00,"PH","None",7.30,"pH","0","ABC",
"0000","11","RT",-99.00,0.32,"MG/L",0.00,"PH","None",7.80,"pH","0","ABC",
"0000","11","RT",-99.00,0.32,"MG/L",1.00,"PH","None",7.80,"pH","0","ABC",
"0000","11","RT",-99.00,0.32,"MG/L",2.00,"PH","None",7.80,"pH","0","ABC",
"0000","11","RT",-99.00,0.32,"MG/L",3.00,"PH","None",7.80,"pH","0","ABC",
"0000","11","RT",-99.00,0.32,"MG/L",4.00,"PH","None",7.30,"pH","0","ABC",
"0000","11","RT",-99.00,1.00,"MG/L",0.00,"PH","None",7.80,"pH","0","ABC",
"0000","11","RT",-99.00,1.00,"MG/L",1.00,"PH","None",7.80,"pH","0","ABC",
"0000","11","RT",-99.00,1.00,"MG/L",2.00,"PH","None",7.80,"pH","0","ABC",
"0000","11","RT",-99.00,1.00,"MG/L",3.00,"PH","None",7.70,"pH","0","ABC",
"0000","11","RT",-99.00,1.00,"MG/L",4.00,"PH","None",7.40,"pH","0","ABC",
"0000","11","RT",-99.00,3.20,"MG/L",0.00,"PH","None",7.80,"pH","0","ABC",
"0000","11","RT",-99.00,3.20,"MG/L",1.00,"PH","None",7.80,"pH","0","ABC",
"0000","11","RT",-99.00,3.20,"MG/L",2.00,"PH","None",7.80,"pH","0","ABC",
"0000","11","RT",-99.00,3.20,"MG/L",3.00,"PH","None",7.90,"pH","0","ABC",
"0000","11","RT",-99.00,3.20,"MG/L",4.00,"PH","None",7.30,"pH","0","ABC",
"0000","11","RT",-99.00,5.60,"MG/L",0.00,"PH","None",7.80,"pH","0","ABC",
"0000","11","RT",-99.00,5.60,"MG/L",1.00,"PH","None",7.80,"pH","0","ABC",
"0000","11","RT",-99.00,5.60,"MG/L",2.00,"PH","None",7.80,"pH","0","ABC",
"0000","11","RT",-99.00,5.60,"MG/L",3.00,"PH","None",7.90,"pH","0","ABC",
"0000","11","RT",-99.00,5.60,"MG/L",4.00,"PH","None",7.30,"pH","0","ABC",
"0000","11","RT",-99.00,10.00,"MG/L",0.00,"PH","None",7.80,"pH","0","ABC",
"0000","11","RT",-99.00,10.00,"MG/L",1.00,"PH","None",7.80,"pH","0","ABC",
"0000","11","RT",-99.00,10.00,"MG/L",2.00,"PH","None",7.80,"pH","0","ABC",
"0000","11","RT",-99.00,10.00,"MG/L",3.00,"PH","None",7.90,"pH","0","ABC",
"0000","11","RT",-99.00,10.00,"MG/L",4.00,"PH","None",7.30,"pH","0","ABC",
"0000","11","RT",-99.00,0.00,"MG/L",0.00,"SAL","None",19.00,"PPT","0","ABC",
"0000","11","RT",-99.00,0.00,"MG/L",4.00,"SAL","None",20.00,"PPT","0","ABC",
"0000","11","RT",-99.00,0.32,"MG/L",0.00,"SAL","None",19.00,"PPT","0","ABC",
"0000","11","RT",-99.00,0.32,"MG/L",4.00,"SAL","None",20.00,"PPT","0","ABC",
"0000","11","RT",-99.00,1.00,"MG/L",0.00,"SAL","None",19.00,"PPT","0","ABC",
"0000","11","RT",-99.00,1.00,"MG/L",4.00,"SAL","None",20.00,"PPT","0","ABC",
"0000","11","RT",-99.00,3.20,"MG/L",0.00,"SAL","None",19.00,"PPT","0","ABC",
"0000","11","RT",-99.00,3.20,"MG/L",4.00,"SAL","None",20.00,"PPT","0","ABC",
"0000","11","RT",-99.00,5.60,"MG/L",0.00,"SAL","None",19.00,"PPT","0","ABC",
"0000","11","RT",-99.00,5.60,"MG/L",4.00,"SAL","None",20.00,"PPT","0","ABC",
"0000","11","RT",-99.00,10.00,"MG/L",0.00,"SAL","None",19.00,"PPT","0","ABC",
"0000","11","RT",-99.00,10.00,"MG/L",4.00,"SAL","None",20.00,"PPT","0","ABC",
"0000","11","RT",-99.00,0.00,"MG/L",0.00,"TEMP","None",15.30,"C","0","ABC",
"0000","11","RT",-99.00,0.00,"MG/L",1.00,"TEMP","None",14.40,"C","0","ABC",
"0000","11","RT",-99.00,0.00,"MG/L",2.00,"TEMP","None",14.40,"C","0","ABC",
"0000","11","RT",-99.00,0.00,"MG/L",3.00,"TEMP","None",14.40,"C","0","ABC",
"0000","11","RT",-99.00,0.00,"MG/L",4.00,"TEMP","None",14.30,"C","0","ABC",
"0000","11","RT",-99.00,0.32,"MG/L",0.00,"TEMP","None",15.30,"C","0","ABC",
"0000","11","RT",-99.00,0.32,"MG/L",1.00,"TEMP","None",14.40,"C","0","ABC",
"0000","11","RT",-99.00,0.32,"MG/L",2.00,"TEMP","None",14.40,"C","0","ABC",
"0000","11","RT",-99.00,0.32,"MG/L",3.00,"TEMP","None",14.40,"C","0","ABC",
"0000","11","RT",-99.00,0.32,"MG/L",4.00,"TEMP","None",14.30,"C","0","ABC",
"0000","11","RT",-99.00,1.00,"MG/L",0.00,"TEMP","None",15.30,"C","0","ABC",
"0000","11","RT",-99.00,1.00,"MG/L",1.00,"TEMP","None",14.40,"C","0","ABC",
"0000","11","RT",-99.00,1.00,"MG/L",2.00,"TEMP","None",14.40,"C","0","ABC",
"0000","11","RT",-99.00,1.00,"MG/L",3.00,"TEMP","None",14.40,"C","0","ABC",
"0000","11","RT",-99.00,1.00,"MG/L",4.00,"TEMP","None",14.30,"C","0","ABC",
"0000","11","RT",-99.00,3.20,"MG/L",0.00,"TEMP","None",15.30,"C","0","ABC",
"0000","11","RT",-99.00,3.20,"MG/L",1.00,"TEMP","None",14.40,"C","0","ABC",
"0000","11","RT",-99.00,3.20,"MG/L",2.00,"TEMP","None",14.40,"C","0","ABC",
"0000","11","RT",-99.00,3.20,"MG/L",3.00,"TEMP","None",14.40,"C","0","ABC",
"0000","11","RT",-99.00,3.20,"MG/L",4.00,"TEMP","None",14.30,"C","0","ABC",
"0000","11","RT",-99.00,5.60,"MG/L",0.00,"TEMP","None",15.30,"C","0","ABC",
"0000","11","RT",-99.00,5.60,"MG/L",1.00,"TEMP","None",14.40,"C","0","ABC",
"0000","11","RT",-99.00,5.60,"MG/L",2.00,"TEMP","None",14.40,"C","0","ABC",
"0000","11","RT",-99.00,5.60,"MG/L",3.00,"TEMP","None",14.40,"C","0","ABC",
"0000","11","RT",-99.00,5.60,"MG/L",4.00,"TEMP","None",14.30,"C","0","ABC",
"0000","11","RT",-99.00,10.00,"MG/L",0.00,"TEMP","None",15.30,"C","0","ABC",
"0000","11","RT",-99.00,10.00,"MG/L",1.00,"TEMP","None",14.40,"C","0","ABC",
"0000","11","RT",-99.00,10.00,"MG/L",2.00,"TEMP","None",14.40,"C","0","ABC",
"0000","11","RT",-99.00,10.00,"MG/L",3.00,"TEMP","None",14.40,"C","0","ABC",
"0000","11","RT",-99.00,10.00,"MG/L",4.00,"TEMP","None",14.30,"C","0","ABC",
"0000","2","RT",-99.00,0.00,"MG/L",0.00,"DO","None",8.50,"MG/L","0","ABC",
"0000","2","RT",-99.00,0.00,"MG/L",1.00,"DO","None",8.50,"MG/L","0","ABC",
"0000","2","RT",-99.00,0.00,"MG/L",2.00,"DO","None",8.40,"MG/L","0","ABC",
"0000","2","RT",-99.00,0.00,"MG/L",3.00,"DO","None",8.50,"MG/L","0","ABC",
"0000","2","RT",-99.00,0.00,"MG/L",4.00,"DO","None",8.40,"MG/L","0","ABC",
"0000","2","RT",-99.00,0.32,"MG/L",0.00,"DO","None",8.50,"MG/L","0","ABC",
"0000","2","RT",-99.00,0.32,"MG/L",1.00,"DO","None",8.40,"MG/L","0","ABC",
"0000","2","RT",-99.00,0.32,"MG/L",2.00,"DO","None",8.40,"MG/L","0","ABC",
"0000","2","RT",-99.00,0.32,"MG/L",3.00,"DO","None",8.40,"MG/L","0","ABC",
"0000","2","RT",-99.00,0.32,"MG/L",4.00,"DO","None",8.40,"MG/L","0","ABC",
"0000","2","RT",-99.00,1.00,"MG/L",0.00,"DO","None",8.70,"MG/L","0","ABC",
"0000","2","RT",-99.00,1.00,"MG/L",1.00,"DO","None",8.60,"MG/L","0","ABC",
"0000","2","RT",-99.00,1.00,"MG/L",2.00,"DO","None",8.60,"MG/L","0","ABC",
"0000","2","RT",-99.00,1.00,"MG/L",3.00,"DO","None",8.50,"MG/L","0","ABC",
"0000","2","RT",-99.00,1.00,"MG/L",4.00,"DO","None",8.50,"MG/L","0","ABC",
"0000","2","RT",-99.00,3.20,"MG/L",0.00,"DO","None",9.00,"MG/L","0","ABC",
"0000","2","RT",-99.00,3.20,"MG/L",1.00,"DO","None",8.80,"MG/L","0","ABC",
"0000","2","RT",-99.00,3.20,"MG/L",2.00,"DO","None",8.70,"MG/L","0","ABC",
"0000","2","RT",-99.00,3.20,"MG/L",3.00,"DO","None",8.70,"MG/L","0","ABC",
"0000","2","RT",-99.00,3.20,"MG/L",4.00,"DO","None",8.60,"MG/L","0","ABC",
"0000","2","RT",-99.00,5.60,"MG/L",0.00,"DO","None",9.10,"MG/L","0","ABC",
"0000","2","RT",-99.00,5.60,"MG/L",1.00,"DO","None",8.80,"MG/L","0","ABC",
"0000","2","RT",-99.00,5.60,"MG/L",2.00,"DO","None",8.80,"MG/L","0","ABC",
"0000","2","RT",-99.00,5.60,"MG/L",3.00,"DO","None",8.70,"MG/L","0","ABC",
"0000","2","RT",-99.00,5.60,"MG/L",4.00,"DO","None",8.50,"MG/L","0","ABC",
"0000","2","RT",-99.00,10.00,"MG/L",0.00,"DO","None",9.00,"MG/L","0","ABC",
"0000","2","RT",-99.00,10.00,"MG/L",1.00,"DO","None",8.80,"MG/L","0","ABC",
"0000","2","RT",-99.00,10.00,"MG/L",2.00,"DO","None",8.80,"MG/L","0","ABC",
"0000","2","RT",-99.00,10.00,"MG/L",3.00,"DO","None",8.80,"MG/L","0","ABC",
"0000","2","RT",-99.00,10.00,"MG/L",4.00,"DO","None",8.60,"MG/L","0","ABC",
"0000","2","RT",-99.00,0.00,"MG/L",0.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,0.00,"MG/L",1.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,0.00,"MG/L",2.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,0.00,"MG/L",3.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,0.00,"MG/L",4.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,0.32,"MG/L",0.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,0.32,"MG/L",1.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,0.32,"MG/L",2.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,0.32,"MG/L",3.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,0.32,"MG/L",4.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,1.00,"MG/L",0.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,1.00,"MG/L",1.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,1.00,"MG/L",2.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,1.00,"MG/L",3.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,1.00,"MG/L",4.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,3.20,"MG/L",0.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,3.20,"MG/L",1.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,3.20,"MG/L",2.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,3.20,"MG/L",3.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,3.20,"MG/L",4.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,5.60,"MG/L",0.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,5.60,"MG/L",1.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,5.60,"MG/L",2.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,5.60,"MG/L",3.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,5.60,"MG/L",4.00,"PH","None",7.60,"pH","0","ABC",
"0000","2","RT",-99.00,10.00,"MG/L",0.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,10.00,"MG/L",1.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,10.00,"MG/L",2.00,"PH","None",7.70,"pH","0","ABC",
"0000","2","RT",-99.00,10.00,"MG/L",3.00,"PH","None",7.60,"pH","0","ABC",
"0000","2","RT",-99.00,10.00,"MG/L",4.00,"PH","None",7.60,"pH","0","ABC",
"0000","2","RT",-99.00,0.00,"MG/L",0.00,"SAL","None",20.00,"PPT","0","ABC",
"0000","2","RT",-99.00,0.00,"MG/L",4.00,"SAL","None",20.00,"PPT","0","ABC",
"0000","2","RT",-99.00,0.32,"MG/L",0.00,"SAL","None",20.00,"PPT","0","ABC",
"0000","2","RT",-99.00,0.32,"MG/L",4.00,"SAL","None",20.00,"PPT","0","ABC",
"0000","2","RT",-99.00,1.00,"MG/L",0.00,"SAL","None",20.00,"PPT","0","ABC",
"0000","2","RT",-99.00,1.00,"MG/L",4.00,"SAL","None",20.00,"PPT","0","ABC",
"0000","2","RT",-99.00,3.20,"MG/L",0.00,"SAL","None",20.00,"PPT","0","ABC",
"0000","2","RT",-99.00,3.20,"MG/L",4.00,"SAL","None",20.00,"PPT","0","ABC",
"0000","2","RT",-99.00,5.60,"MG/L",0.00,"SAL","None",20.00,"PPT","0","ABC",
"0000","2","RT",-99.00,5.60,"MG/L",4.00,"SAL","None",20.00,"PPT","0","ABC",
"0000","2","RT",-99.00,10.00,"MG/L",0.00,"SAL","None",20.00,"PPT","0","ABC",
"0000","2","RT",-99.00,10.00,"MG/L",4.00,"SAL","None",20.00,"PPT","0","ABC",
"0000","2","RT",-99.00,0.00,"MG/L",0.00,"TEMP","None",14.00,"C","0","ABC",
"0000","2","RT",-99.00,0.00,"MG/L",1.00,"TEMP","None",14.00,"C","0","ABC",
"0000","2","RT",-99.00,0.00,"MG/L",2.00,"TEMP","None",14.50,"C","0","ABC",
"0000","2","RT",-99.00,0.00,"MG/L",3.00,"TEMP","None",14.60,"C","0","ABC",
"0000","2","RT",-99.00,0.00,"MG/L",4.00,"TEMP","None",14.40,"C","0","ABC",
"0000","2","RT",-99.00,0.32,"MG/L",0.00,"TEMP","None",14.00,"C","0","ABC",
"0000","2","RT",-99.00,0.32,"MG/L",1.00,"TEMP","None",14.00,"C","0","ABC",
"0000","2","RT",-99.00,0.32,"MG/L",2.00,"TEMP","None",14.50,"C","0","ABC",
"0000","2","RT",-99.00,0.32,"MG/L",3.00,"TEMP","None",14.60,"C","0","ABC",
"0000","2","RT",-99.00,0.32,"MG/L",4.00,"TEMP","None",14.40,"C","0","ABC",
"0000","2","RT",-99.00,1.00,"MG/L",0.00,"TEMP","None",14.00,"C","0","ABC",
"0000","2","RT",-99.00,1.00,"MG/L",1.00,"TEMP","None",14.00,"C","0","ABC",
"0000","2","RT",-99.00,1.00,"MG/L",2.00,"TEMP","None",14.50,"C","0","ABC",
"0000","2","RT",-99.00,1.00,"MG/L",3.00,"TEMP","None",14.60,"C","0","ABC",
"0000","2","RT",-99.00,1.00,"MG/L",4.00,"TEMP","None",14.40,"C","0","ABC",
"0000","2","RT",-99.00,3.20,"MG/L",0.00,"TEMP","None",14.00,"C","0","ABC",
"0000","2","RT",-99.00,3.20,"MG/L",1.00,"TEMP","None",14.00,"C","0","ABC",
"0000","2","RT",-99.00,3.20,"MG/L",2.00,"TEMP","None",14.50,"C","0","ABC",
"0000","2","RT",-99.00,3.20,"MG/L",3.00,"TEMP","None",14.60,"C","0","ABC",
"0000","2","RT",-99.00,3.20,"MG/L",4.00,"TEMP","None",14.40,"C","0","ABC",
"0000","2","RT",-99.00,5.60,"MG/L",0.00,"TEMP","None",14.00,"C","0","ABC",
"0000","2","RT",-99.00,5.60,"MG/L",1.00,"TEMP","None",14.00,"C","0","ABC",
"0000","2","RT",-99.00,5.60,"MG/L",2.00,"TEMP","None",14.50,"C","0","ABC",
"0000","2","RT",-99.00,5.60,"MG/L",3.00,"TEMP","None",14.60,"C","0","ABC",
"0000","2","RT",-99.00,5.60,"MG/L",4.00,"TEMP","None",14.40,"C","0","ABC",
"0000","2","RT",-99.00,10.00,"MG/L",0.00,"TEMP","None",14.00,"C","0","ABC",
"0000","2","RT",-99.00,10.00,"MG/L",1.00,"TEMP","None",14.00,"C","0","ABC",
"0000","2","RT",-99.00,10.00,"MG/L",2.00,"TEMP","None",14.50,"C","0","ABC",
"0000","2","RT",-99.00,10.00,"MG/L",3.00,"TEMP","None",14.60,"C","0","ABC",
"0000","2","RT",-99.00,10.00,"MG/L",4.00,"TEMP","None",14.40,"C","0","ABC",
"0000","3","RT",-99.00,0.00,"MG/L",0.00,"DO","None",8.50,"MG/L","0","ABC",
"0000","3","RT",-99.00,0.00,"MG/L",1.00,"DO","None",8.50,"MG/L","0","ABC",
"0000","3","RT",-99.00,0.00,"MG/L",2.00,"DO","None",8.40,"MG/L","0","ABC",
"0000","3","RT",-99.00,0.00,"MG/L",3.00,"DO","None",8.50,"MG/L","0","ABC",
"0000","3","RT",-99.00,0.00,"MG/L",4.00,"DO","None",8.40,"MG/L","0","ABC",
"0000","3","RT",-99.00,16.00,"MG/L",0.00,"DO","None",8.70,"MG/L","0","ABC",
"0000","3","RT",-99.00,16.00,"MG/L",1.00,"DO","None",8.60,"MG/L","0","ABC",
"0000","3","RT",-99.00,16.00,"MG/L",2.00,"DO","None",8.60,"MG/L","0","ABC",
"0000","3","RT",-99.00,16.00,"MG/L",3.00,"DO","None",8.60,"MG/L","0","ABC",
"0000","3","RT",-99.00,16.00,"MG/L",4.00,"DO","None",8.60,"MG/L","0","ABC",
"0000","3","RT",-99.00,25.00,"MG/L",0.00,"DO","None",8.50,"MG/L","0","ABC",
"0000","3","RT",-99.00,25.00,"MG/L",1.00,"DO","None",8.50,"MG/L","0","ABC",
"0000","3","RT",-99.00,25.00,"MG/L",2.00,"DO","None",8.50,"MG/L","0","ABC",
"0000","3","RT",-99.00,25.00,"MG/L",3.00,"DO","None",8.50,"MG/L","0","ABC",
"0000","3","RT",-99.00,25.00,"MG/L",4.00,"DO","None",8.50,"MG/L","0","ABC",
"0000","3","RT",-99.00,40.00,"MG/L",0.00,"DO","None",8.70,"MG/L","0","ABC",
"0000","3","RT",-99.00,40.00,"MG/L",1.00,"DO","None",8.60,"MG/L","0","ABC",
"0000","3","RT",-99.00,40.00,"MG/L",2.00,"DO","None",8.60,"MG/L","0","ABC",
"0000","3","RT",-99.00,40.00,"MG/L",3.00,"DO","None",8.50,"MG/L","0","ABC",
"0000","3","RT",-99.00,40.00,"MG/L",4.00,"DO","None",8.50,"MG/L","0","ABC",
"0000","3","RT",-99.00,100.00,"MG/L",0.00,"DO","None",8.50,"MG/L","0","ABC",
"0000","3","RT",-99.00,100.00,"MG/L",1.00,"DO","None",8.50,"MG/L","0","ABC",
"0000","3","RT",-99.00,100.00,"MG/L",2.00,"DO","None",8.50,"MG/L","0","ABC",
"0000","3","RT",-99.00,100.00,"MG/L",3.00,"DO","None",8.50,"MG/L","0","ABC",
"0000","3","RT",-99.00,100.00,"MG/L",4.00,"DO","None",8.50,"MG/L","0","ABC",
"0000","3","RT",-99.00,250.00,"MG/L",0.00,"DO","None",9.00,"MG/L","0","ABC",
"0000","3","RT",-99.00,250.00,"MG/L",1.00,"DO","None",8.80,"MG/L","0","ABC",
"0000","3","RT",-99.00,250.00,"MG/L",2.00,"DO","None",8.80,"MG/L","0","ABC",
"0000","3","RT",-99.00,250.00,"MG/L",3.00,"DO","None",8.70,"MG/L","0","ABC",
"0000","3","RT",-99.00,250.00,"MG/L",4.00,"DO","None",8.60,"MG/L","0","ABC",
"0000","3","RT",-99.00,0.00,"MG/L",0.00,"PH","None",7.70,"pH","0","ABC",
"0000","3","RT",-99.00,0.00,"MG/L",1.00,"PH","None",7.70,"pH","0","ABC",
"0000","3","RT",-99.00,0.00,"MG/L",2.00,"PH","None",7.70,"pH","0","ABC",
"0000","3","RT",-99.00,0.00,"MG/L",3.00,"PH","None",7.70,"pH","0","ABC",
"0000","3","RT",-99.00,0.00,"MG/L",4.00,"PH","None",7.70,"pH","0","ABC",
"0000","3","RT",-99.00,16.00,"MG/L",0.00,"PH","None",7.60,"pH","0","ABC",
"0000","3","RT",-99.00,16.00,"MG/L",1.00,"PH","None",7.60,"pH","0","ABC",
